,Country_Region,Date,Doses_admin,People_partially_vaccinated,People_fully_vaccinated
8353,India,2021-01-15,0,0,0
8354,India,2021-01-16,191181,191181,0
8355,India,2021-01-17,224301,224301,0
8356,India,2021-01-18,454049,454049,0
8357,India,2021-01-19,674835,674835,0
8358,India,2021-01-20,806484,806484,0
8359,India,2021-01-21,1043534,1043534,0
8360,India,2021-01-22,1390592,1390592,0
8361,India,2021-01-23,1582201,1582201,0
8362,India,2021-01-24,1615504,1615504,0
8363,India,2021-01-25,2023809,2023809,0
8364,India,2021-01-26,2029480,2029480,0
8365,India,2021-01-27,2355979,2355979,0
8366,India,2021-01-28,2928053,2928053,0
8367,India,2021-01-29,3500027,3500027,0
8368,India,2021-01-30,3744334,3744334,0
8369,India,2021-01-31,3758843,3758843,0
8370,India,2021-02-01,3950156,3950156,0
8371,India,2021-02-02,4138918,4138918,0
8372,India,2021-02-03,4449552,4449552,0
8373,India,2021-02-04,4959445,4959445,0
8374,India,2021-02-05,5416849,5416849,0
8375,India,2021-02-06,5775322,5775322,0
8376,India,2021-02-07,5812362,5812362,0
8377,India,2021-02-08,6259008,6259008,0
8378,India,2021-02-09,6611561,6611561,0
8379,India,2021-02-10,7017114,7017114,0
8380,India,2021-02-11,7505010,7505010,0
8381,India,2021-02-12,7967647,7967647,0
8382,India,2021-02-13,8052454,8044786,7668
8383,India,2021-02-14,8052454,8044786,7668
8384,India,2021-02-15,8516771,8418653,98118
8385,India,2021-02-16,8857341,8641002,216339
8386,India,2021-02-17,9186757,8844641,342116
8387,India,2021-02-18,9846523,9381591,464932
8388,India,2021-02-19,10449942,9693000,756942
8389,India,2021-02-20,10838323,9964383,873940
8390,India,2021-02-21,11085173,10124531,960642
8391,India,2021-02-22,11424094,10308552,1115542
8392,India,2021-02-23,11907392,10585757,1321635
8393,India,2021-02-24,12366633,10884879,1481754
8394,India,2021-02-25,13067047,11206188,1860859
8395,India,2021-02-26,13756940,11552857,2204083
8396,India,2021-02-27,14242547,11788669,2453878
8397,India,2021-02-28,14301266,11845075,2456191
8398,India,2021-03-01,14854136,12256337,2597799
8399,India,2021-03-02,15620749,12906771,2713978
8400,India,2021-03-03,16616048,13739121,2876927
8401,India,2021-03-04,18005503,14796835,3208668
8402,India,2021-03-05,19497704,15996683,3501021
8403,India,2021-03-06,20922344,17168303,3754041
8404,India,2021-03-07,20989010,17227903,3761107
8405,India,2021-03-08,23008733,18943283,4065450
8406,India,2021-03-09,24367906,20004227,4363679
8407,India,2021-03-10,25685011,21034481,4650530
8408,India,2021-03-11,26164920,21435841,4729079
8409,India,2021-03-12,28218457,23075504,5142953
8410,India,2021-03-13,29738409,24307635,5430774
8411,India,2021-03-14,29908038,24452385,5455653
8412,India,2021-03-15,32947432,27079484,5867948
8413,India,2021-03-16,35064536,28862037,6202499
8414,India,2021-03-17,37143255,30600787,6542468
8415,India,2021-03-18,39339817,32426230,6913587
8416,India,2021-03-19,42063392,34842030,7221362
8417,India,2021-03-20,44603841,37125187,7478654
8418,India,2021-03-21,45065998,37574302,7491696
8419,India,2021-03-22,48494594,40631153,7863441
8420,India,2021-03-23,50841286,42731952,8109334
8421,India,2021-03-24,53145709,44846538,8299171
8422,India,2021-03-25,55504440,47001472,8502968
8423,India,2021-03-26,58109773,49426618,8683155
8424,India,2021-03-27,60269782,51441436,8828346
8425,India,2021-03-28,60530435,51660234,8870201
8426,India,2021-03-29,61113354,52211398,8901956
8427,India,2021-03-30,63054353,53989035,9065318
8428,India,2021-03-31,65117896,55783201,9334695
8429,India,2021-04-01,68789138,59148798,9640340
8430,India,2021-04-02,73054295,63081589,9972706
8431,India,2021-04-03,75979651,65739470,10240181
8432,India,2021-04-04,79105163,68678838,10426325
8433,India,2021-04-05,83110926,72277309,10833617
8434,India,2021-04-06,87077474,75937015,11140459
8435,India,2021-04-07,90198673,78763027,11435646
8436,India,2021-04-08,94334262,82456522,11877740
8437,India,2021-04-09,98075160,85763852,12311308
8438,India,2021-04-10,101595147,88885961,12709186
8439,India,2021-04-11,104528565,91587400,12941165
8440,India,2021-04-12,108533085,95043039,13490046
8441,India,2021-04-13,111179578,97301914,13877664
8442,India,2021-04-14,114493238,100179199,14314039
8443,India,2021-04-15,117223509,102349255,14874254
8444,India,2021-04-16,119937641,104408484,15529157
8445,India,2021-04-17,122622590,106431076,16191514
8446,India,2021-04-18,123852566,107371770,16480796
8447,India,2021-04-19,127129113,109659181,17469932
8448,India,2021-04-20,127129113,109659181,17469932
8449,India,2021-04-21,129646105,111673361,17972744
8450,India,2021-04-22,132754608,113584269,19170339
8451,India,2021-04-23,132754608,113584269,19170339
8452,India,2021-04-24,132754608,113584269,19170339
8453,India,2021-04-25,139185173,117795008,21390165
8454,India,2021-04-26,142524947,119886252,22638695
8455,India,2021-04-27,144879233,121263287,23615946
8456,India,2021-04-28,147053392,122538179,24515213
8457,India,2021-04-29,149268772,123811908,25456864
8458,India,2021-04-30,151998107,125376952,26621155
8459,India,2021-05-01,153626325,126328970,27297355
8460,India,2021-05-02,154211511,126704151,27507360
8461,India,2021-05-03,156082136,127696675,28385461
8462,India,2021-05-04,157750752,128627919,29122833
8463,India,2021-05-05,159931238,129730641,30200597
8464,India,2021-05-06,162603603,131058890,31544713
8465,India,2021-05-07,165190000,132294827,32895173
8466,India,2021-05-08,167493857,133366482,34127375
8467,India,2021-05-09,168304868,133854676,34450192
8468,India,2021-05-10,171098918,135192013,35906905
8469,India,2021-05-11,175235991,136557345,37305298
8470,India,2021-05-12,177214256,137805245,38240332
8471,India,2021-05-13,179298584,139087590,39274256
8472,India,2021-05-14,180457579,139861462,39784951
8473,India,2021-05-15,182220164,139861462,39784951
8474,India,2021-05-16,182220164,141764335,40486671
8475,India,2021-05-17,184438652,143090218,40726986
8476,India,2021-05-18,185786502,144270200,40921402
8477,India,2021-05-19,186980241,145333606,41076994
8478,India,2021-05-20,191843724,146624652,41262233
8479,India,2021-05-21,190233114,146624652,41262233
8480,India,2021-05-22,191859164,149219616,41622881
8481,India,2021-05-23,191859164,150033188,41686052
8482,India,2021-05-24,195387884,152301505,41864206
8483,India,2021-05-25,197503083,153511379,41995400
8484,India,2021-05-26,199535470,156189641,42235974
8485,India,2021-05-27,202553275,158783606,42419560
8486,India,2021-05-28,208902445,160605562,42561240
8487,India,2021-05-29,212066614,164158704,42930249
8488,India,2021-05-30,213154129,165598013,43067110
8489,India,2021-05-31,216046638,167191085,43258810
8490,India,2021-05-11,112230,0,0
8491,India,2021-05-12,112809,0,0
8492,India,2021-05-13,113446,0,0
8493,India,2021-05-14,113455,0,0
8494,India,2021-05-15,113994,0,0
8495,India,2021-05-16,113994,0,0
8496,India,2021-05-17,114440,0,0
8497,India,2021-05-18,114721,0,0
8498,India,2021-05-19,115236,0,0
8499,India,2021-05-20,117175,0,0
8500,India,2021-05-21,117943,0,0
8501,India,2021-05-22,118754,0,0
8502,India,2021-05-23,118754,0,0
8503,India,2021-05-24,119590,0,0
8504,India,2021-05-25,120277,0,0
8505,India,2021-05-26,121086,0,0
8506,India,2021-05-27,121700,0,0
8507,India,2021-05-28,122463,0,0
8508,India,2021-05-29,123480,0,0
8509,India,2021-05-30,123722,0,0
8510,India,2021-05-31,124265,0,0
8511,India,2021-05-11,7340481,0,0
8512,India,2021-05-12,7373521,0,0
8513,India,2021-05-13,7413446,0,0
8514,India,2021-05-14,7428976,0,0
8515,India,2021-05-15,7502525,0,0
8516,India,2021-05-16,7502525,0,0
8517,India,2021-05-17,7569446,0,0
8518,India,2021-05-18,7629580,0,0
8519,India,2021-05-19,7660595,0,0
8520,India,2021-05-20,7857020,0,0
8521,India,2021-05-21,7888256,0,0
8522,India,2021-05-22,7905740,0,0
8523,India,2021-05-23,7905740,0,0
8524,India,2021-05-24,8023541,0,0
8525,India,2021-05-25,8156085,0,0
8526,India,2021-05-26,8459763,0,0
8527,India,2021-05-27,9040640,0,0
8528,India,2021-05-28,9488593,0,0
8529,India,2021-05-29,9751848,0,0
8530,India,2021-05-30,9766778,0,0
8531,India,2021-05-31,9863347,0,0
8532,India,2021-05-11,287203,0,0
8533,India,2021-05-12,289133,0,0
8534,India,2021-05-13,291703,0,0
8535,India,2021-05-14,293227,0,0
8536,India,2021-05-15,294841,0,0
8537,India,2021-05-16,294841,0,0
8538,India,2021-05-17,300773,0,0
8539,India,2021-05-18,306421,0,0
8540,India,2021-05-19,311599,0,0
8541,India,2021-05-20,318092,0,0
8542,India,2021-05-21,321285,0,0
8543,India,2021-05-22,323149,0,0
8544,India,2021-05-23,323149,0,0
8545,India,2021-05-24,327007,0,0
8546,India,2021-05-25,328545,0,0
8547,India,2021-05-26,329357,0,0
8548,India,2021-05-27,330302,0,0
8549,India,2021-05-28,331475,0,0
8550,India,2021-05-29,332657,0,0
8551,India,2021-05-30,332991,0,0
8552,India,2021-05-31,333918,0,0
8553,India,2021-05-11,3178021,0,0
8554,India,2021-05-12,3213306,0,0
8555,India,2021-05-13,3258291,0,0
8556,India,2021-05-14,3283170,0,0
8557,India,2021-05-15,3339022,0,0
8558,India,2021-05-16,3339022,0,0
8559,India,2021-05-17,3448259,0,0
8560,India,2021-05-18,3507586,0,0
8561,India,2021-05-19,3544861,0,0
8562,India,2021-05-20,3620118,0,0
8563,India,2021-05-21,3665033,0,0
8564,India,2021-05-22,3714758,0,0
8565,India,2021-05-23,3714758,0,0
8566,India,2021-05-24,3830062,0,0
8567,India,2021-05-25,3898903,0,0
8568,India,2021-05-26,3934911,0,0
8569,India,2021-05-27,3981565,0,0
8570,India,2021-05-28,4027312,0,0
8571,India,2021-05-29,4073698,0,0
8572,India,2021-05-30,4093697,0,0
8573,India,2021-05-31,4137301,0,0
8574,India,2021-05-11,8155618,0,0
8575,India,2021-05-12,8266897,0,0
8576,India,2021-05-13,8412634,0,0
8577,India,2021-05-14,8549713,0,0
8578,India,2021-05-15,8698695,0,0
8579,India,2021-05-16,8698695,0,0
8580,India,2021-05-17,8936921,0,0
8581,India,2021-05-18,9013570,0,0
8582,India,2021-05-19,9068070,0,0
8583,India,2021-05-20,9363116,0,0
8584,India,2021-05-21,9458666,0,0
8585,India,2021-05-22,9516740,0,0
8586,India,2021-05-23,9516740,0,0
8587,India,2021-05-24,9865884,0,0
8588,India,2021-05-25,9986557,0,0
8589,India,2021-05-26,10063930,0,0
8590,India,2021-05-27,10116193,0,0
8591,India,2021-05-28,10151005,0,0
8592,India,2021-05-29,10203344,0,0
8593,India,2021-05-30,10244836,0,0
8594,India,2021-05-31,10305969,0,0
8595,India,2021-05-11,261415,0,0
8596,India,2021-05-12,264937,0,0
8597,India,2021-05-13,269028,0,0
8598,India,2021-05-14,273544,0,0
8599,India,2021-05-15,279111,0,0
8600,India,2021-05-16,279111,0,0
8601,India,2021-05-17,284729,0,0
8602,India,2021-05-18,288506,0,0
8603,India,2021-05-19,292306,0,0
8604,India,2021-05-20,302008,0,0
8605,India,2021-05-21,306310,0,0
8606,India,2021-05-22,312164,0,0
8607,India,2021-05-23,312164,0,0
8608,India,2021-05-24,320422,0,0
8609,India,2021-05-25,323363,0,0
8610,India,2021-05-26,324813,0,0
8611,India,2021-05-27,329737,0,0
8612,India,2021-05-28,334444,0,0
8613,India,2021-05-29,339416,0,0
8614,India,2021-05-30,343279,0,0
8615,India,2021-05-31,349323,0,0
8616,India,2021-05-11,5910035,0,0
8617,India,2021-05-12,5941724,0,0
8618,India,2021-05-13,5982055,0,0
8619,India,2021-05-14,6022232,0,0
8620,India,2021-05-15,6057680,0,0
8621,India,2021-05-16,6057680,0,0
8622,India,2021-05-17,6068630,0,0
8623,India,2021-05-18,6074384,0,0
8624,India,2021-05-19,6080528,0,0
8625,India,2021-05-20,6812740,0,0
8626,India,2021-05-21,6844454,0,0
8627,India,2021-05-22,6872062,0,0
8628,India,2021-05-23,6872062,0,0
8629,India,2021-05-24,6909823,0,0
8630,India,2021-05-25,6925357,0,0
8631,India,2021-05-26,6940576,0,0
8632,India,2021-05-27,6954350,0,0
8633,India,2021-05-28,6969745,0,0
8634,India,2021-05-29,6980677,0,0
8635,India,2021-05-30,6988120,0,0
8636,India,2021-05-31,6998059,0,0
8637,India,2021-05-11,105254,0,0
8638,India,2021-05-12,105904,0,0
8639,India,2021-05-13,108831,0,0
8640,India,2021-05-14,112375,0,0
8641,India,2021-05-15,116319,0,0
8642,India,2021-05-16,116319,0,0
8643,India,2021-05-17,122205,0,0
8644,India,2021-05-18,122645,0,0
8645,India,2021-05-19,125579,0,0
8646,India,2021-05-20,133590,0,0
8647,India,2021-05-21,139994,0,0
8648,India,2021-05-22,146239,0,0
8649,India,2021-05-23,146239,0,0
8650,India,2021-05-24,156814,0,0
8651,India,2021-05-25,162789,0,0
8652,India,2021-05-26,168678,0,0
8653,India,2021-05-27,174459,0,0
8654,India,2021-05-28,180645,0,0
8655,India,2021-05-29,186595,0,0
8656,India,2021-05-30,189764,0,0
8657,India,2021-05-31,196029,0,0
8658,India,2021-05-11,4169137,0,0
8659,India,2021-05-12,4243858,0,0
8660,India,2021-05-13,4367398,0,0
8661,India,2021-05-14,4372741,0,0
8662,India,2021-05-15,4490792,0,0
8663,India,2021-05-16,4490792,0,0
8664,India,2021-05-17,4695016,0,0
8665,India,2021-05-18,4800724,0,0
8666,India,2021-05-19,4869653,0,0
8667,India,2021-05-20,4970999,0,0
8668,India,2021-05-21,5021432,0,0
8669,India,2021-05-22,5085703,0,0
8670,India,2021-05-23,5085703,0,0
8671,India,2021-05-24,5146838,0,0
8672,India,2021-05-25,5191023,0,0
8673,India,2021-05-26,5225240,0,0
8674,India,2021-05-27,5264235,0,0
8675,India,2021-05-28,5288099,0,0
8676,India,2021-05-29,5342386,0,0
8677,India,2021-05-30,5352143,0,0
8678,India,2021-05-31,5409406,0,0
8679,India,2021-05-11,404196,0,0
8680,India,2021-05-12,409697,0,0
8681,India,2021-05-13,416818,0,0
8682,India,2021-05-14,423744,0,0
8683,India,2021-05-15,434399,0,0
8684,India,2021-05-16,434399,0,0
8685,India,2021-05-17,442804,0,0
8686,India,2021-05-18,449802,0,0
8687,India,2021-05-19,457448,0,0
8688,India,2021-05-20,466488,0,0
8689,India,2021-05-21,475326,0,0
8690,India,2021-05-22,483867,0,0
8691,India,2021-05-23,483867,0,0
8692,India,2021-05-24,491291,0,0
8693,India,2021-05-25,497126,0,0
8694,India,2021-05-26,503061,0,0
8695,India,2021-05-27,508884,0,0
8696,India,2021-05-28,514979,0,0
8697,India,2021-05-29,521465,0,0
8698,India,2021-05-30,524344,0,0
8699,India,2021-05-31,528934,0,0
8700,India,2021-05-11,14435678,0,0
8701,India,2021-05-12,14575629,0,0
8702,India,2021-05-13,14760705,0,0
8703,India,2021-05-14,14799737,0,0
8704,India,2021-05-15,14832722,0,0
8705,India,2021-05-16,14832722,0,0
8706,India,2021-05-17,14863857,0,0
8707,India,2021-05-18,14864182,0,0
8708,India,2021-05-19,14865594,0,0
8709,India,2021-05-20,15176798,0,0
8710,India,2021-05-21,15278138,0,0
8711,India,2021-05-22,15400783,0,0
8712,India,2021-05-23,15400783,0,0
8713,India,2021-05-24,15702276,0,0
8714,India,2021-05-25,15897863,0,0
8715,India,2021-05-26,16087126,0,0
8716,India,2021-05-27,16285302,0,0
8717,India,2021-05-28,16503125,0,0
8718,India,2021-05-29,16719359,0,0
8719,India,2021-05-30,16900663,0,0
8720,India,2021-05-31,17103787,0,0
8721,India,2021-05-11,4542095,0,0
8722,India,2021-05-12,4609079,0,0
8723,India,2021-05-13,4700161,0,0
8724,India,2021-05-14,4760544,0,0
8725,India,2021-05-15,4812859,0,0
8726,India,2021-05-16,4812859,0,0
8727,India,2021-05-17,4918803,0,0
8728,India,2021-05-18,4982890,0,0
8729,India,2021-05-19,5035931,0,0
8730,India,2021-05-20,5198191,0,0
8731,India,2021-05-21,5283161,0,0
8732,India,2021-05-22,5351239,0,0
8733,India,2021-05-23,5351239,0,0
8734,India,2021-05-24,5486213,0,0
8735,India,2021-05-25,5556368,0,0
8736,India,2021-05-26,5609362,0,0
8737,India,2021-05-27,5683416,0,0
8738,India,2021-05-28,5749720,0,0
8739,India,2021-05-29,5803459,0,0
8740,India,2021-05-30,5830336,0,0
8741,India,2021-05-31,5887571,0,0
8742,India,2021-05-11,2095924,0,0
8743,India,2021-05-12,2110484,0,0
8744,India,2021-05-13,2139633,0,0
8745,India,2021-05-14,2153635,0,0
8746,India,2021-05-15,2177507,0,0
8747,India,2021-05-16,2177507,0,0
8748,India,2021-05-17,2204149,0,0
8749,India,2021-05-18,2225571,0,0
8750,India,2021-05-19,2241263,0,0
8751,India,2021-05-20,2303829,0,0
8752,India,2021-05-21,2322654,0,0
8753,India,2021-05-22,2334213,0,0
8754,India,2021-05-23,2334213,0,0
8755,India,2021-05-24,2358006,0,0
8756,India,2021-05-25,2376358,0,0
8757,India,2021-05-26,2383578,0,0
8758,India,2021-05-27,2405067,0,0
8759,India,2021-05-28,2419014,0,0
8760,India,2021-05-29,2429729,0,0
8761,India,2021-05-30,2431057,0,0
8762,India,2021-05-31,2456127,0,0
8763,India,2021-05-11,2759121,0,0
8764,India,2021-05-12,2770540,0,0
8765,India,2021-05-13,2775752,0,0
8766,India,2021-05-14,2791232,0,0
8767,India,2021-05-15,2807115,0,0
8768,India,2021-05-16,2807115,0,0
8769,India,2021-05-17,2830018,0,0
8770,India,2021-05-18,2842988,0,0
8771,India,2021-05-19,2850676,0,0
8772,India,2021-05-20,2905270,0,0
8773,India,2021-05-21,2918707,0,0
8774,India,2021-05-22,2954451,0,0
8775,India,2021-05-23,2954451,0,0
8776,India,2021-05-24,3010142,0,0
8777,India,2021-05-25,3046666,0,0
8778,India,2021-05-26,3094621,0,0
8779,India,2021-05-27,3154798,0,0
8780,India,2021-05-28,3204133,0,0
8781,India,2021-05-29,3242210,0,0
8782,India,2021-05-30,3264802,0,0
8783,India,2021-05-31,3300411,0,0
8784,India,2021-05-11,3345583,0,0
8785,India,2021-05-12,3372051,0,0
8786,India,2021-05-13,3394495,0,0
8787,India,2021-05-14,3443220,0,0
8788,India,2021-05-15,3501805,0,0
8789,India,2021-05-16,3501805,0,0
8790,India,2021-05-17,3599695,0,0
8791,India,2021-05-18,3650981,0,0
8792,India,2021-05-19,3701127,0,0
8793,India,2021-05-20,3790724,0,0
8794,India,2021-05-21,3839139,0,0
8795,India,2021-05-22,3876194,0,0
8796,India,2021-05-23,3876194,0,0
8797,India,2021-05-24,3972620,0,0
8798,India,2021-05-25,4012269,0,0
8799,India,2021-05-26,4036657,0,0
8800,India,2021-05-27,4052889,0,0
8801,India,2021-05-28,4084458,0,0
8802,India,2021-05-29,4124252,0,0
8803,India,2021-05-30,4155009,0,0
8804,India,2021-05-31,4193433,0,0
8805,India,2021-05-11,10791698,0,0
8806,India,2021-05-12,10905119,0,0
8807,India,2021-05-13,10994304,0,0
8808,India,2021-05-14,11065841,0,0
8809,India,2021-05-15,11169445,0,0
8810,India,2021-05-16,11169445,0,0
8811,India,2021-05-17,11280271,0,0
8812,India,2021-05-18,11361234,0,0
8813,India,2021-05-19,11443180,0,0
8814,India,2021-05-20,11799162,0,0
8815,India,2021-05-21,11902271,0,0
8816,India,2021-05-22,12014015,0,0
8817,India,2021-05-23,12014015,0,0
8818,India,2021-05-24,12243473,0,0
8819,India,2021-05-25,12389189,0,0
8820,India,2021-05-26,12589837,0,0
8821,India,2021-05-27,12821613,0,0
8822,India,2021-05-28,13089717,0,0
8823,India,2021-05-29,13342546,0,0
8824,India,2021-05-30,13433278,0,0
8825,India,2021-05-31,13677578,0,0
8826,India,2021-05-11,8112866,0,0
8827,India,2021-05-12,8155236,0,0
8828,India,2021-05-13,8181551,0,0
8829,India,2021-05-14,8226138,0,0
8830,India,2021-05-15,8382368,0,0
8831,India,2021-05-16,8382368,0,0
8832,India,2021-05-17,8482948,0,0
8833,India,2021-05-18,8535933,0,0
8834,India,2021-05-19,8553198,0,0
8835,India,2021-05-20,8597282,0,0
8836,India,2021-05-21,8612681,0,0
8837,India,2021-05-22,8641908,0,0
8838,India,2021-05-23,8641908,0,0
8839,India,2021-05-24,8701163,0,0
8840,India,2021-05-25,8756649,0,0
8841,India,2021-05-26,8787307,0,0
8842,India,2021-05-27,8900924,0,0
8843,India,2021-05-28,9046159,0,0
8844,India,2021-05-29,9205023,0,0
8845,India,2021-05-30,9230736,0,0
8846,India,2021-05-31,9402736,0,0
8847,India,2021-05-11,121217,0,0
8848,India,2021-05-12,121926,0,0
8849,India,2021-05-13,122440,0,0
8850,India,2021-05-14,122440,0,0
8851,India,2021-05-15,123520,0,0
8852,India,2021-05-16,123520,0,0
8853,India,2021-05-17,124376,0,0
8854,India,2021-05-18,125366,0,0
8855,India,2021-05-19,126593,0,0
8856,India,2021-05-20,128352,0,0
8857,India,2021-05-21,130462,0,0
8858,India,2021-05-22,132061,0,0
8859,India,2021-05-23,132061,0,0
8860,India,2021-05-24,134062,0,0
8861,India,2021-05-25,136287,0,0
8862,India,2021-05-26,138443,0,0
8863,India,2021-05-27,144383,0,0
8864,India,2021-05-28,150089,0,0
8865,India,2021-05-29,154112,0,0
8866,India,2021-05-30,154132,0,0
8867,India,2021-05-31,159537,0,0
8868,India,2021-05-11,26700,0,0
8869,India,2021-05-12,26967,0,0
8870,India,2021-05-13,27039,0,0
8871,India,2021-05-14,27040,0,0
8872,India,2021-05-15,27056,0,0
8873,India,2021-05-16,27056,0,0
8874,India,2021-05-17,27215,0,0
8875,India,2021-05-18,27478,0,0
8876,India,2021-05-19,27709,0,0
8877,India,2021-05-20,29058,0,0
8878,India,2021-05-21,29498,0,0
8879,India,2021-05-22,29977,0,0
8880,India,2021-05-23,29977,0,0
8881,India,2021-05-24,31277,0,0
8882,India,2021-05-25,31318,0,0
8883,India,2021-05-26,31380,0,0
8884,India,2021-05-27,31425,0,0
8885,India,2021-05-28,31666,0,0
8886,India,2021-05-29,32181,0,0
8887,India,2021-05-30,32848,0,0
8888,India,2021-05-31,33673,0,0
8889,India,2021-05-11,8732038,0,0
8890,India,2021-05-12,8859010,0,0
8891,India,2021-05-13,8963028,0,0
8892,India,2021-05-14,8964972,0,0
8893,India,2021-05-15,9082835,0,0
8894,India,2021-05-16,9082835,0,0
8895,India,2021-05-17,9174032,0,0
8896,India,2021-05-18,9180020,0,0
8897,India,2021-05-19,9318551,0,0
8898,India,2021-05-20,9533515,0,0
8899,India,2021-05-21,9631098,0,0
8900,India,2021-05-22,9775817,0,0
8901,India,2021-05-23,9775817,0,0
8902,India,2021-05-24,10168575,0,0
8903,India,2021-05-25,10175220,0,0
8904,India,2021-05-26,10177398,0,0
8905,India,2021-05-27,10407154,0,0
8906,India,2021-05-28,10629771,0,0
8907,India,2021-05-29,10880002,0,0
8908,India,2021-05-30,10896991,0,0
8909,India,2021-05-31,11167304,0,0
8910,India,2021-05-11,18648538,0,0
8911,India,2021-05-12,18966476,0,0
8912,India,2021-05-13,19312943,0,0
8913,India,2021-05-14,19469673,0,0
8914,India,2021-05-15,19664063,0,0
8915,India,2021-05-16,19664063,0,0
8916,India,2021-05-17,19833516,0,0
8917,India,2021-05-18,19939812,0,0
8918,India,2021-05-19,20041648,0,0
8919,India,2021-05-20,20465193,0,0
8920,India,2021-05-21,20587557,0,0
8921,India,2021-05-22,20710911,0,0
8922,India,2021-05-23,20710911,0,0
8923,India,2021-05-24,21013742,0,0
8924,India,2021-05-25,21212433,0,0
8925,India,2021-05-26,21352323,0,0
8926,India,2021-05-27,21639836,0,0
8927,India,2021-05-28,21913849,0,0
8928,India,2021-05-29,22220504,0,0
8929,India,2021-05-30,22306998,0,0
8930,India,2021-05-31,22575481,0,0
8931,India,2021-05-11,349288,0,0
8932,India,2021-05-12,357683,0,0
8933,India,2021-05-13,363556,0,0
8934,India,2021-05-14,369007,0,0
8935,India,2021-05-15,375983,0,0
8936,India,2021-05-16,375983,0,0
8937,India,2021-05-17,385155,0,0
8938,India,2021-05-18,390059,0,0
8939,India,2021-05-19,398536,0,0
8940,India,2021-05-20,403249,0,0
8941,India,2021-05-21,409948,0,0
8942,India,2021-05-22,413717,0,0
8943,India,2021-05-23,413717,0,0
8944,India,2021-05-24,420920,0,0
8945,India,2021-05-25,424161,0,0
8946,India,2021-05-26,435917,0,0
8947,India,2021-05-27,438999,0,0
8948,India,2021-05-28,444132,0,0
8949,India,2021-05-29,451009,0,0
8950,India,2021-05-30,451203,0,0
8951,India,2021-05-31,457918,0,0
8952,India,2021-05-11,364710,0,0
8953,India,2021-05-12,374530,0,0
8954,India,2021-05-13,384839,0,0
8955,India,2021-05-14,393412,0,0
8956,India,2021-05-15,398590,0,0
8957,India,2021-05-16,398590,0,0
8958,India,2021-05-17,408399,0,0
8959,India,2021-05-18,413392,0,0
8960,India,2021-05-19,417136,0,0
8961,India,2021-05-20,424005,0,0
8962,India,2021-05-21,429744,0,0
8963,India,2021-05-22,434362,0,0
8964,India,2021-05-23,434362,0,0
8965,India,2021-05-24,440666,0,0
8966,India,2021-05-25,446312,0,0
8967,India,2021-05-26,449703,0,0
8968,India,2021-05-27,455053,0,0
8969,India,2021-05-28,459863,0,0
8970,India,2021-05-29,463646,0,0
8971,India,2021-05-30,464196,0,0
8972,India,2021-05-31,465697,0,0
8973,India,2021-05-11,283991,0,0
8974,India,2021-05-12,285547,0,0
8975,India,2021-05-13,287535,0,0
8976,India,2021-05-14,288343,0,0
8977,India,2021-05-15,289095,0,0
8978,India,2021-05-16,289095,0,0
8979,India,2021-05-17,291000,0,0
8980,India,2021-05-18,293620,0,0
8981,India,2021-05-19,296897,0,0
8982,India,2021-05-20,301219,0,0
8983,India,2021-05-21,303174,0,0
8984,India,2021-05-22,303177,0,0
8985,India,2021-05-23,303177,0,0
8986,India,2021-05-24,304924,0,0
8987,India,2021-05-25,306426,0,0
8988,India,2021-05-26,307157,0,0
8989,India,2021-05-27,308591,0,0
8990,India,2021-05-28,311401,0,0
8991,India,2021-05-29,313380,0,0
8992,India,2021-05-30,313451,0,0
8993,India,2021-05-31,315240,0,0
8994,India,2021-05-11,225776,0,0
8995,India,2021-05-12,228084,0,0
8996,India,2021-05-13,231203,0,0
8997,India,2021-05-14,232382,0,0
8998,India,2021-05-15,232734,0,0
8999,India,2021-05-16,232734,0,0
9000,India,2021-05-17,237058,0,0
9001,India,2021-05-18,242456,0,0
9002,India,2021-05-19,244547,0,0
9003,India,2021-05-20,246656,0,0
9004,India,2021-05-21,247220,0,0
9005,India,2021-05-22,247322,0,0
9006,India,2021-05-23,247322,0,0
9007,India,2021-05-24,253363,0,0
9008,India,2021-05-25,259660,0,0
9009,India,2021-05-26,260696,0,0
9010,India,2021-05-27,261471,0,0
9011,India,2021-05-28,262221,0,0
9012,India,2021-05-29,262475,0,0
9013,India,2021-05-30,262558,0,0
9014,India,2021-05-31,268912,0,0
9015,India,2021-05-11,6392592,0,0
9016,India,2021-05-12,6448624,0,0
9017,India,2021-05-13,6497240,0,0
9018,India,2021-05-14,6542754,0,0
9019,India,2021-05-15,6577633,0,0
9020,India,2021-05-16,6577633,0,0
9021,India,2021-05-17,6639176,0,0
9022,India,2021-05-18,6744998,0,0
9023,India,2021-05-19,6819638,0,0
9024,India,2021-05-20,6964278,0,0
9025,India,2021-05-21,7014521,0,0
9026,India,2021-05-22,7099802,0,0
9027,India,2021-05-23,7099802,0,0
9028,India,2021-05-24,7228138,0,0
9029,India,2021-05-25,7325330,0,0
9030,India,2021-05-26,7375678,0,0
9031,India,2021-05-27,7477645,0,0
9032,India,2021-05-28,7602197,0,0
9033,India,2021-05-29,7706869,0,0
9034,India,2021-05-30,7725803,0,0
9035,India,2021-05-31,7856021,0,0
9036,India,2021-05-11,221604,0,0
9037,India,2021-05-12,223561,0,0
9038,India,2021-05-13,226096,0,0
