,Province_State,Date,Cumulated_Cases,New_Cases
0,Alabama,2020-01-30,0,0
1,Alabama,2020-01-31,0,0
2,Alabama,2020-02-01,0,0
3,Alabama,2020-02-02,0,0
4,Alabama,2020-02-03,0,0
5,Alabama,2020-02-04,0,0
6,Alabama,2020-02-05,0,0
7,Alabama,2020-02-06,0,0
8,Alabama,2020-02-07,0,0
9,Alabama,2020-02-08,0,0
10,Alabama,2020-02-09,0,0
11,Alabama,2020-02-10,0,0
12,Alabama,2020-02-11,0,0
13,Alabama,2020-02-12,0,0
14,Alabama,2020-02-13,0,0
15,Alabama,2020-02-14,0,0
16,Alabama,2020-02-15,0,0
17,Alabama,2020-02-16,0,0
18,Alabama,2020-02-17,0,0
19,Alabama,2020-02-18,0,0
20,Alabama,2020-02-19,0,0
21,Alabama,2020-02-20,0,0
22,Alabama,2020-02-21,0,0
23,Alabama,2020-02-22,0,0
24,Alabama,2020-02-23,0,0
25,Alabama,2020-02-24,0,0
26,Alabama,2020-02-25,0,0
27,Alabama,2020-02-26,0,0
28,Alabama,2020-02-27,0,0
29,Alabama,2020-02-28,0,0
30,Alabama,2020-02-29,0,0
31,Alabama,2020-03-01,0,0
32,Alabama,2020-03-02,0,0
33,Alabama,2020-03-03,0,0
34,Alabama,2020-03-04,0,0
35,Alabama,2020-03-05,0,0
36,Alabama,2020-03-06,0,0
37,Alabama,2020-03-07,0,0
38,Alabama,2020-03-08,0,0
39,Alabama,2020-03-09,0,0
40,Alabama,2020-03-10,0,0
41,Alabama,2020-03-11,3,3
42,Alabama,2020-03-12,4,1
43,Alabama,2020-03-13,8,4
44,Alabama,2020-03-14,15,7
45,Alabama,2020-03-15,28,13
46,Alabama,2020-03-16,36,8
47,Alabama,2020-03-17,51,15
48,Alabama,2020-03-18,61,10
49,Alabama,2020-03-19,88,27
50,Alabama,2020-03-20,115,27
51,Alabama,2020-03-21,149,34
52,Alabama,2020-03-22,180,31
53,Alabama,2020-03-23,224,44
54,Alabama,2020-03-24,298,74
55,Alabama,2020-03-25,472,174
56,Alabama,2020-03-26,574,102
57,Alabama,2020-03-27,684,110
58,Alabama,2020-03-28,801,117
59,Alabama,2020-03-29,880,79
60,Alabama,2020-03-30,1001,121
61,Alabama,2020-03-31,1063,62
62,Alabama,2020-04-01,1175,112
63,Alabama,2020-04-02,1371,196
64,Alabama,2020-04-03,1606,235
65,Alabama,2020-04-04,1727,121
66,Alabama,2020-04-05,1905,178
67,Alabama,2020-04-06,2079,174
68,Alabama,2020-04-07,2308,229
69,Alabama,2020-04-08,2614,306
70,Alabama,2020-04-09,2954,340
71,Alabama,2020-04-10,3112,158
72,Alabama,2020-04-11,3346,234
73,Alabama,2020-04-12,3667,321
74,Alabama,2020-04-13,3870,203
75,Alabama,2020-04-14,4041,171
76,Alabama,2020-04-15,4307,266
77,Alabama,2020-04-16,4465,158
78,Alabama,2020-04-17,4557,92
79,Alabama,2020-04-18,4788,231
80,Alabama,2020-04-19,4978,190
81,Alabama,2020-04-20,5163,185
82,Alabama,2020-04-21,5404,241
83,Alabama,2020-04-22,5692,288
84,Alabama,2020-04-23,5899,207
85,Alabama,2020-04-24,6092,193
86,Alabama,2020-04-25,6274,182
87,Alabama,2020-04-26,6475,201
88,Alabama,2020-04-27,6621,146
89,Alabama,2020-04-28,6820,199
90,Alabama,2020-04-29,6979,159
91,Alabama,2020-04-30,7187,208
92,Alabama,2020-05-01,7440,253
93,Alabama,2020-05-02,7700,260
94,Alabama,2020-05-03,7977,277
95,Alabama,2020-05-04,8203,226
96,Alabama,2020-05-05,8520,317
97,Alabama,2020-05-06,8769,249
98,Alabama,2020-05-07,9115,346
99,Alabama,2020-05-08,9437,322
100,Alabama,2020-05-09,9720,283
101,Alabama,2020-05-10,9982,262
102,Alabama,2020-05-11,10262,280
103,Alabama,2020-05-12,10566,304
104,Alabama,2020-05-13,10822,256
105,Alabama,2020-05-14,11161,339
106,Alabama,2020-05-15,11494,333
107,Alabama,2020-05-16,11828,334
108,Alabama,2020-05-17,12137,309
109,Alabama,2020-05-18,12438,301
110,Alabama,2020-05-19,12825,387
111,Alabama,2020-05-20,13186,361
112,Alabama,2020-05-21,13590,404
113,Alabama,2020-05-22,13954,364
114,Alabama,2020-05-23,14328,374
115,Alabama,2020-05-24,14676,348
116,Alabama,2020-05-25,15309,633
117,Alabama,2020-05-26,15899,590
118,Alabama,2020-05-27,16263,364
119,Alabama,2020-05-28,16749,486
120,Alabama,2020-05-29,17262,513
121,Alabama,2020-05-30,17689,427
122,Alabama,2020-05-31,18200,511
123,Alabama,2020-06-01,18525,325
124,Alabama,2020-06-02,18734,209
125,Alabama,2020-06-03,18954,220
126,Alabama,2020-06-04,19262,308
127,Alabama,2020-06-05,19910,648
128,Alabama,2020-06-06,20355,445
129,Alabama,2020-06-07,20777,422
130,Alabama,2020-06-08,21268,491
131,Alabama,2020-06-09,21834,566
132,Alabama,2020-06-10,22659,825
133,Alabama,2020-06-11,23370,711
134,Alabama,2020-06-12,24405,1035
135,Alabama,2020-06-13,25364,959
136,Alabama,2020-06-14,26182,818
137,Alabama,2020-06-15,26485,303
138,Alabama,2020-06-16,27034,549
139,Alabama,2020-06-17,27941,907
140,Alabama,2020-06-18,28676,735
141,Alabama,2020-06-19,29225,549
142,Alabama,2020-06-20,29683,458
143,Alabama,2020-06-21,30122,439
144,Alabama,2020-06-22,30771,649
145,Alabama,2020-06-23,31889,1118
146,Alabama,2020-06-24,32878,989
147,Alabama,2020-06-25,33880,1002
148,Alabama,2020-06-26,34903,1023
149,Alabama,2020-06-27,35083,180
150,Alabama,2020-06-28,36503,1420
151,Alabama,2020-06-29,37589,1086
152,Alabama,2020-06-30,38477,888
153,Alabama,2020-07-01,39647,1170
154,Alabama,2020-07-02,41340,1693
155,Alabama,2020-07-03,42255,915
156,Alabama,2020-07-04,43216,961
157,Alabama,2020-07-05,44022,806
158,Alabama,2020-07-06,44932,910
159,Alabama,2020-07-07,46348,1416
160,Alabama,2020-07-08,48149,1801
161,Alabama,2020-07-09,49695,1546
162,Alabama,2020-07-10,51329,1634
163,Alabama,2020-07-11,52802,1473
164,Alabama,2020-07-12,54781,1979
165,Alabama,2020-07-13,56168,1387
166,Alabama,2020-07-14,58284,2116
167,Alabama,2020-07-15,60194,1910
168,Alabama,2020-07-16,62128,1934
169,Alabama,2020-07-17,64152,2024
170,Alabama,2020-07-18,66181,2029
171,Alabama,2020-07-19,67733,1552
172,Alabama,2020-07-20,69236,1503
173,Alabama,2020-07-21,70600,1364
174,Alabama,2020-07-22,72594,1994
175,Alabama,2020-07-23,74685,2091
176,Alabama,2020-07-24,76795,2110
177,Alabama,2020-07-25,78188,1393
178,Alabama,2020-07-26,79948,1760
179,Alabama,2020-07-27,81256,1308
180,Alabama,2020-07-28,82698,1442
181,Alabama,2020-07-29,84652,1954
182,Alabama,2020-07-30,86664,2012
183,Alabama,2020-07-31,88266,1602
184,Alabama,2020-08-01,90299,2033
185,Alabama,2020-08-02,91458,1159
186,Alabama,2020-08-03,92502,1044
187,Alabama,2020-08-04,93457,955
188,Alabama,2020-08-05,95323,1866
189,Alabama,2020-08-06,97044,1721
190,Alabama,2020-08-07,98895,1851
191,Alabama,2020-08-08,99854,959
192,Alabama,2020-08-09,101466,1612
193,Alabama,2020-08-10,102391,925
194,Alabama,2020-08-11,103485,1094
195,Alabama,2020-08-12,104219,734
196,Alabama,2020-08-13,104976,757
197,Alabama,2020-08-14,106096,1120
198,Alabama,2020-08-15,106926,830
199,Alabama,2020-08-16,107667,741
200,Alabama,2020-08-17,109092,1425
201,Alabama,2020-08-18,110415,1323
202,Alabama,2020-08-19,111696,1281
203,Alabama,2020-08-20,112737,1041
204,Alabama,2020-08-21,114212,1475
205,Alabama,2020-08-22,114809,597
206,Alabama,2020-08-23,115485,676
207,Alabama,2020-08-24,116045,560
208,Alabama,2020-08-25,118190,2145
209,Alabama,2020-08-26,119904,1714
210,Alabama,2020-08-27,121041,1137
211,Alabama,2020-08-28,122879,1838
212,Alabama,2020-08-29,124155,1276
213,Alabama,2020-08-30,124944,789
214,Alabama,2020-08-31,126500,1556
215,Alabama,2020-09-01,127234,734
216,Alabama,2020-09-02,128240,1006
217,Alabama,2020-09-03,129225,985
218,Alabama,2020-09-04,130373,1148
219,Alabama,2020-09-05,130914,541
220,Alabama,2020-09-06,131690,776
221,Alabama,2020-09-07,132221,531
222,Alabama,2020-09-08,133005,784
223,Alabama,2020-09-09,134061,1056
224,Alabama,2020-09-10,135138,1077
225,Alabama,2020-09-11,136107,969
226,Alabama,2020-09-12,137166,1059
227,Alabama,2020-09-13,137861,695
228,Alabama,2020-09-14,138619,758
229,Alabama,2020-09-15,139660,1041
230,Alabama,2020-09-16,140423,763
231,Alabama,2020-09-17,141454,1031
232,Alabama,2020-09-18,142768,1314
233,Alabama,2020-09-19,143578,810
234,Alabama,2020-09-20,144325,747
235,Alabama,2020-09-21,145202,877
236,Alabama,2020-09-22,145859,657
237,Alabama,2020-09-23,146897,1038
238,Alabama,2020-09-24,149263,2366
239,Alabama,2020-09-25,150239,976
240,Alabama,2020-09-26,150965,726
241,Alabama,2020-09-27,151604,639
242,Alabama,2020-09-28,152350,746
243,Alabama,2020-09-29,153584,1234
244,Alabama,2020-09-30,154772,1188
245,Alabama,2020-10-01,155727,955
246,Alabama,2020-10-02,157402,1675
247,Alabama,2020-10-03,158181,779
248,Alabama,2020-10-04,158717,536
249,Alabama,2020-10-05,159476,759
250,Alabama,2020-10-06,160485,1009
251,Alabama,2020-10-07,161085,600
252,Alabama,2020-10-08,162683,1598
253,Alabama,2020-10-09,163897,1214
254,Alabama,2020-10-10,164698,801
255,Alabama,2020-10-11,165414,716
256,Alabama,2020-10-12,166514,1100
257,Alabama,2020-10-13,167396,882
258,Alabama,2020-10-14,168620,1224
259,Alabama,2020-10-15,169845,1225
260,Alabama,2020-10-16,171157,1312
261,Alabama,2020-10-17,172137,980
262,Alabama,2020-10-18,173002,865
263,Alabama,2020-10-19,174078,1076
264,Alabama,2020-10-20,175210,1132
265,Alabama,2020-10-21,176605,1395
266,Alabama,2020-10-22,180437,3832
267,Alabama,2020-10-23,182567,2130
268,Alabama,2020-10-24,183831,1264
269,Alabama,2020-10-25,184723,892
270,Alabama,2020-10-26,185938,1215
271,Alabama,2020-10-27,187267,1329
272,Alabama,2020-10-28,188775,1508
273,Alabama,2020-10-29,190113,1338
274,Alabama,2020-10-30,191932,1819
275,Alabama,2020-10-31,193613,1681
276,Alabama,2020-11-01,194458,845
277,Alabama,2020-11-02,195692,1234
278,Alabama,2020-11-03,197504,1812
279,Alabama,2020-11-04,198927,1423
280,Alabama,2020-11-05,200528,1601
281,Alabama,2020-11-06,202131,1603
282,Alabama,2020-11-07,203518,1387
283,Alabama,2020-11-08,204665,1147
284,Alabama,2020-11-09,206523,1858
285,Alabama,2020-11-10,206562,39
286,Alabama,2020-11-11,208637,2075
287,Alabama,2020-11-12,210637,2000
288,Alabama,2020-11-13,213617,2980
289,Alabama,2020-11-14,215843,2226
290,Alabama,2020-11-15,217822,1979
291,Alabama,2020-11-16,219232,1410
292,Alabama,2020-11-17,220848,1616
293,Alabama,2020-11-18,223486,2638
294,Alabama,2020-11-19,225910,2424
295,Alabama,2020-11-20,228373,2463
296,Alabama,2020-11-21,230708,2335
297,Alabama,2020-11-22,232506,1798
298,Alabama,2020-11-23,234080,1574
299,Alabama,2020-11-24,236865,2785
300,Alabama,2020-11-25,239318,2453
301,Alabama,2020-11-26,241957,2639
302,Alabama,2020-11-27,242874,917
303,Alabama,2020-11-28,244993,2119
304,Alabama,2020-11-29,247229,2236
305,Alabama,2020-11-30,249524,2295
306,Alabama,2020-12-01,252900,3376
307,Alabama,2020-12-02,256828,3928
308,Alabama,2020-12-03,260359,3531
309,Alabama,2020-12-04,264199,3840
310,Alabama,2020-12-05,267589,3390
311,Alabama,2020-12-06,269877,2288
312,Alabama,2020-12-07,272229,2352
313,Alabama,2020-12-08,276665,4436
314,Alabama,2020-12-09,280187,3522
315,Alabama,2020-12-10,284922,4735
316,Alabama,2020-12-11,288775,3853
317,Alabama,2020-12-12,292841,4066
318,Alabama,2020-12-13,295631,2790
319,Alabama,2020-12-14,297895,2264
320,Alabama,2020-12-15,301533,3638
321,Alabama,2020-12-16,305640,4107
322,Alabama,2020-12-17,310335,4695
323,Alabama,2020-12-18,315683,5348
324,Alabama,2020-12-19,319904,4221
325,Alabama,2020-12-20,322452,2548
326,Alabama,2020-12-21,324832,2380
327,Alabama,2020-12-22,329811,4979
328,Alabama,2020-12-23,334569,4758
329,Alabama,2020-12-24,338801,4232
330,Alabama,2020-12-25,342426,3625
331,Alabama,2020-12-26,343458,1032
332,Alabama,2020-12-27,345628,2170
333,Alabama,2020-12-28,347897,2269
334,Alabama,2020-12-29,351804,3907
335,Alabama,2020-12-30,356820,5016
336,Alabama,2020-12-31,361226,4406
337,Alabama,2021-01-01,365747,4521
338,Alabama,2021-01-02,369458,3711
339,Alabama,2021-01-03,371934,2476
340,Alabama,2021-01-04,374095,2161
341,Alabama,2021-01-05,379593,5498
342,Alabama,2021-01-06,384184,4591
343,Alabama,2021-01-07,389230,5046
344,Alabama,2021-01-08,394287,5057
345,Alabama,2021-01-09,399150,4863
346,Alabama,2021-01-10,401900,2750
347,Alabama,2021-01-11,404000,2100
348,Alabama,2021-01-12,407848,3848
349,Alabama,2021-01-13,410995,3147
350,Alabama,2021-01-14,414583,3588
351,Alabama,2021-01-15,417528,2945
352,Alabama,2021-01-16,420681,3153
353,Alabama,2021-01-17,422598,1917
354,Alabama,2021-01-18,424028,1430
355,Alabama,2021-01-19,426543,2515
356,Alabama,2021-01-20,429655,3112
357,Alabama,2021-01-21,432536,2881
358,Alabama,2021-01-22,436087,3551
359,Alabama,2021-01-23,439442,3355
360,Alabama,2021-01-24,441170,1728
361,Alabama,2021-01-25,443009,1839
362,Alabama,2021-01-26,445909,2900
363,Alabama,2021-01-27,449086,3177
364,Alabama,2021-01-28,452734,3648
365,Alabama,2021-01-29,455582,2848
366,Alabama,2021-01-30,455582,0
367,Alabama,2021-01-31,459639,4057
368,Alabama,2021-02-01,460860,1221
369,Alabama,2021-02-02,462938,2078
370,Alabama,2021-02-03,465056,2118
371,Alabama,2021-02-04,467823,2767
372,Alabama,2021-02-05,469319,1496
373,Alabama,2021-02-06,471311,1992
374,Alabama,2021-02-07,472423,1112
375,Alabama,2021-02-08,473348,925
376,Alabama,2021-02-09,474666,1318
377,Alabama,2021-02-10,476067,1401
378,Alabama,2021-02-11,477570,1503
379,Alabama,2021-02-12,478667,1097
380,Alabama,2021-02-13,479856,1189
381,Alabama,2021-02-14,480931,1075
382,Alabama,2021-02-15,481605,674
383,Alabama,2021-02-16,482488,883
384,Alabama,2021-02-17,483167,679
385,Alabama,2021-02-18,484365,1198
386,Alabama,2021-02-19,485212,847
387,Alabama,2021-02-20,485986,774
388,Alabama,2021-02-21,486843,857
389,Alabama,2021-02-22,487520,677
390,Alabama,2021-02-23,488973,1453
391,Alabama,2021-02-24,490220,1247
392,Alabama,2021-02-25,491110,890
393,Alabama,2021-02-26,491849,739
394,Alabama,2021-02-27,492683,834
395,Alabama,2021-02-28,493252,569
396,Alabama,2021-03-01,493769,517
397,Alabama,2021-03-02,494421,652
398,Alabama,2021-03-03,497154,2733
399,Alabama,2021-03-04,498076,922
400,Alabama,2021-03-05,498887,811
401,Alabama,2021-03-06,499411,524
402,Alabama,2021-03-07,499819,408
403,Alabama,2021-03-08,500092,273
404,Alabama,2021-03-09,500616,524
405,Alabama,2021-03-10,501398,782
406,Alabama,2021-03-11,502263,865
407,Alabama,2021-03-12,502711,448
408,Alabama,2021-03-13,503305,594
409,Alabama,2021-03-14,503673,368
410,Alabama,2021-03-15,508229,4556
411,Alabama,2021-03-16,508717,488
412,Alabama,2021-03-17,509476,759
413,Alabama,2021-03-18,510048,572
414,Alabama,2021-03-19,510579,531
415,Alabama,2021-03-20,511087,508
416,Alabama,2021-03-21,511460,373
417,Alabama,2021-03-22,511779,319
418,Alabama,2021-03-23,511789,10
419,Alabama,2021-03-24,512711,922
420,Alabama,2021-03-25,513138,427
421,Alabama,2021-03-26,513580,442
422,Alabama,2021-03-27,514072,492
423,Alabama,2021-03-28,514391,319
424,Alabama,2021-03-29,514619,228
425,Alabama,2021-03-30,514980,361
426,Alabama,2021-03-31,515388,408
427,Alabama,2021-04-01,515866,478
428,Alabama,2021-04-02,516266,400
429,Alabama,2021-04-03,516615,349
430,Alabama,2021-04-04,516809,194
431,Alabama,2021-04-05,516918,109
432,Alabama,2021-04-06,517114,196
433,Alabama,2021-04-07,517452,338
434,Alabama,2021-04-08,517916,464
435,Alabama,2021-04-09,518234,318
436,Alabama,2021-04-10,518588,354
437,Alabama,2021-04-11,518899,311
438,Alabama,2021-04-12,519071,172
439,Alabama,2021-04-13,520503,1432
440,Alabama,2021-04-14,520780,277
441,Alabama,2021-04-15,521201,421
442,Alabama,2021-04-16,521623,422
443,Alabama,2021-04-17,522131,508
444,Alabama,2021-04-18,522401,270
445,Alabama,2021-04-19,522512,111
446,Alabama,2021-04-20,523955,1443
447,Alabama,2021-04-21,524367,412
448,Alabama,2021-04-22,525049,682
449,Alabama,2021-04-23,525477,428
450,Alabama,2021-04-24,525898,421
451,Alabama,2021-04-25,526131,233
452,Alabama,2021-04-26,526348,217
453,Alabama,2021-04-27,526707,359
454,Alabama,2021-04-28,527083,376
455,Alabama,2021-04-29,527513,430
456,Alabama,2021-04-30,527922,409
457,Alabama,2021-05-01,528309,387
458,Alabama,2021-05-02,528597,288
459,Alabama,2021-05-03,528784,187
460,Alabama,2021-05-04,528784,0
461,Alabama,2021-05-05,529446,662
462,Alabama,2021-05-06,530011,565
463,Alabama,2021-05-07,530325,314
464,Alabama,2021-05-08,530744,419
465,Alabama,2021-05-09,530988,244
466,Alabama,2021-05-10,531094,106
467,Alabama,2021-05-11,531404,310
468,Alabama,2021-05-12,531751,347
469,Alabama,2021-05-13,532895,1144
470,Alabama,2021-05-14,537813,4918
471,Alabama,2021-05-15,539829,2016
472,Alabama,2021-05-16,540083,254
473,Alabama,2021-05-17,540267,184
474,Alabama,2021-05-18,540603,336
475,Alabama,2021-05-19,540891,288
476,Alabama,2021-05-20,541230,339
477,Alabama,2021-05-21,541673,443
478,Alabama,2021-05-22,541928,255
479,Alabama,2021-05-23,542124,196
480,Alabama,2021-05-24,542256,132
481,Alabama,2021-05-25,542562,306
482,Alabama,2021-05-26,542831,269
483,Alabama,2021-05-27,543177,346
484,Alabama,2021-05-28,543405,228
485,Alabama,2021-05-29,543405,0
486,Alabama,2021-05-30,543405,0
487,Alabama,2021-05-31,543405,0
488,Alabama,2021-06-01,544045,640
489,Alabama,2021-06-02,544598,553
490,Alabama,2021-06-03,545028,430
491,Alabama,2021-06-04,545585,557
492,Alabama,2021-06-05,545585,0
493,Alabama,2021-06-06,545585,0
494,Alabama,2021-06-07,546324,739
495,Alabama,2021-06-08,546540,216
496,Alabama,2021-06-09,546845,305
497,Alabama,2021-06-10,547135,290
498,Alabama,2021-06-11,547323,188
499,Alabama,2021-06-12,547323,0
500,Alabama,2021-06-13,547323,0
501,Alabama,2021-06-14,547873,550
502,Alabama,2021-06-15,548163,290
503,Alabama,2021-06-16,548323,160
504,Alabama,2021-06-17,548323,0
505,Alabama,2021-06-18,548657,334
506,Alabama,2021-06-19,548657,0
507,Alabama,2021-06-20,548657,0
508,Alabama,2021-06-21,549013,356
509,Alabama,2021-06-22,549013,0
510,Alabama,2021-06-23,549394,381
511,Alabama,2021-06-24,549394,0
512,Alabama,2021-06-25,549934,540
513,Alabama,2021-06-26,549934,0
514,Alabama,2021-06-27,549934,0
515,Alabama,2021-06-28,550451,517
516,Alabama,2021-06-29,550451,0
517,Alabama,2021-06-30,550983,532
518,Alabama,2021-07-01,550983,0
519,Alabama,2021-07-02,551298,315
520,Alabama,2021-07-03,551298,0
521,Alabama,2021-07-04,551298,0
522,Alabama,2021-07-05,551298,0
523,Alabama,2021-07-06,551298,0
524,Alabama,2021-07-07,552911,1613
525,Alabama,2021-07-08,552911,0
526,Alabama,2021-07-09,554071,1160
527,Alabama,2021-07-10,554605,534
528,Alabama,2021-07-11,554605,0
529,Alabama,2021-07-12,555215,610
530,Alabama,2021-07-13,555215,0
531,Alabama,2021-07-14,556613,1398
532,Alabama,2021-07-15,557578,965
533,Alabama,2021-07-16,558577,999
534,Alabama,2021-07-17,559478,901
535,Alabama,2021-07-18,560202,724
536,Alabama,2021-07-19,560920,718
537,Alabama,2021-07-20,562311,1391
538,Alabama,2021-07-21,563943,1632
539,Alabama,2021-07-22,565510,1567
540,Alabama,2021-07-23,567243,1733
541,Alabama,2021-07-24,569131,1888
542,Alabama,2021-07-25,570667,1536
543,Alabama,2021-07-26,572070,1403
544,Alabama,2021-07-27,574737,2667
545,Alabama,2021-07-28,577463,2726
546,Alabama,2021-07-29,577463,0
547,Alabama,2021-07-30,577463,0
548,Alabama,2021-07-31,585607,8144
549,Alabama,2021-08-01,587405,1798
550,Alabama,2021-08-02,589110,1705
551,Alabama,2021-08-03,592417,3307
552,Alabama,2021-08-04,595816,3399
553,Alabama,2021-08-05,599633,3817
554,Alabama,2021-08-06,603318,3685
555,Alabama,2021-08-07,607209,3891
556,Alabama,2021-08-08,607209,0
557,Alabama,2021-08-09,612086,4877
558,Alabama,2021-08-10,615901,3815
559,Alabama,2021-08-11,619752,3851
560,Alabama,2021-08-12,623919,4167
561,Alabama,2021-08-13,627905,3986
562,Alabama,2021-08-14,627905,0
563,Alabama,2021-08-15,634897,6992
564,Alabama,2021-08-16,637363,2466
565,Alabama,2021-08-17,641386,4023
566,Alabama,2021-08-18,645851,4465
567,Alabama,2021-08-19,649741,3890
568,Alabama,2021-08-20,653540,3799
569,Alabama,2021-08-21,659750,6210
570,Alabama,2021-08-22,663065,3315
571,Alabama,2021-08-23,665653,2588
572,Alabama,2021-08-24,665653,0
573,Alabama,2021-08-25,665653,0
574,Alabama,2021-08-26,676795,11142
575,Alabama,2021-08-27,681828,5033
576,Alabama,2021-08-28,688018,6190
577,Alabama,2021-08-29,691451,3433
578,Alabama,2021-08-30,694523,3072
579,Alabama,2021-08-31,699729,5206
580,Alabama,2021-09-01,704420,4691
581,Alabama,2021-09-02,709732,5312
582,Alabama,2021-09-03,714860,5128
583,Alabama,2021-09-04,719280,4420
584,Alabama,2021-09-05,722122,2842
585,Alabama,2021-09-06,724688,2566
586,Alabama,2021-09-07,727360,2672
587,Alabama,2021-09-08,732151,4791
588,Alabama,2021-09-09,736518,4367
589,Alabama,2021-09-10,741318,4800
590,Alabama,2021-09-11,745812,4494
591,Alabama,2021-09-12,747606,1794
592,Alabama,2021-09-13,750298,2692
593,Alabama,2021-09-14,754242,3944
594,Alabama,2021-09-15,757893,3651
595,Alabama,2021-09-16,761865,3972
596,Alabama,2021-09-17,764839,2974
597,Alabama,2021-09-18,768301,3462
598,Alabama,2021-09-19,770391,2090
599,Alabama,2021-09-20,772311,1920
600,Alabama,2021-09-21,775531,3220
601,Alabama,2021-09-22,778549,3018
602,Alabama,2021-09-23,781915,3366
603,Alabama,2021-09-24,784484,2569
604,Alabama,2021-09-25,787421,2937
605,Alabama,2021-09-26,789054,1633
606,Alabama,2021-09-27,790648,1594
607,Alabama,2021-09-28,792632,1984
608,Alabama,2021-09-29,794773,2141
609,Alabama,2021-09-30,796475,1702
610,Alabama,2021-10-01,798320,1845
611,Alabama,2021-10-02,799800,1480
612,Alabama,2021-10-03,800692,892
613,Alabama,2021-10-04,801428,736
614,Alabama,2021-10-05,802977,1549
615,Alabama,2021-10-06,804249,1272
616,Alabama,2021-10-07,805511,1262
617,Alabama,2021-10-08,806560,1049
618,Alabama,2021-10-09,807479,919
619,Alabama,2021-10-10,808132,653
620,Alabama,2021-10-11,808599,467
621,Alabama,2021-10-12,809485,886
622,Alabama,2021-10-13,810501,1016
623,Alabama,2021-10-14,811551,1050
624,Alabama,2021-10-15,812694,1143
625,Alabama,2021-10-16,813481,787
626,Alaska,2020-01-30,0,0
627,Alaska,2020-01-31,0,0
628,Alaska,2020-02-01,0,0
629,Alaska,2020-02-02,0,0
630,Alaska,2020-02-03,0,0
631,Alaska,2020-02-04,0,0
632,Alaska,2020-02-05,0,0
633,Alaska,2020-02-06,0,0
634,Alaska,2020-02-07,0,0
635,Alaska,2020-02-08,0,0
636,Alaska,2020-02-09,0,0
637,Alaska,2020-02-10,0,0
638,Alaska,2020-02-11,0,0
639,Alaska,2020-02-12,0,0
640,Alaska,2020-02-13,0,0
641,Alaska,2020-02-14,0,0
642,Alaska,2020-02-15,0,0
643,Alaska,2020-02-16,0,0
644,Alaska,2020-02-17,0,0
645,Alaska,2020-02-18,0,0
646,Alaska,2020-02-19,0,0
647,Alaska,2020-02-20,0,0
648,Alaska,2020-02-21,0,0
649,Alaska,2020-02-22,0,0
650,Alaska,2020-02-23,0,0
651,Alaska,2020-02-24,0,0
652,Alaska,2020-02-25,0,0
653,Alaska,2020-02-26,0,0
654,Alaska,2020-02-27,0,0
655,Alaska,2020-02-28,0,0
656,Alaska,2020-02-29,0,0
657,Alaska,2020-03-01,0,0
658,Alaska,2020-03-02,0,0
659,Alaska,2020-03-03,0,0
660,Alaska,2020-03-04,0,0
661,Alaska,2020-03-05,0,0
662,Alaska,2020-03-06,0,0
663,Alaska,2020-03-07,0,0
664,Alaska,2020-03-08,0,0
665,Alaska,2020-03-09,0,0
666,Alaska,2020-03-10,0,0
667,Alaska,2020-03-11,0,0
668,Alaska,2020-03-12,0,0
669,Alaska,2020-03-13,1,1
670,Alaska,2020-03-14,1,0
671,Alaska,2020-03-15,1,0
672,Alaska,2020-03-16,1,0
673,Alaska,2020-03-17,4,3
674,Alaska,2020-03-18,9,5
675,Alaska,2020-03-19,12,3
676,Alaska,2020-03-20,15,3
677,Alaska,2020-03-21,16,1
678,Alaska,2020-03-22,26,10
679,Alaska,2020-03-23,39,13
680,Alaska,2020-03-24,43,4
681,Alaska,2020-03-25,50,7
682,Alaska,2020-03-26,64,14
683,Alaska,2020-03-27,75,11
684,Alaska,2020-03-28,92,17
685,Alaska,2020-03-29,111,19
686,Alaska,2020-03-30,119,8
687,Alaska,2020-03-31,129,10
688,Alaska,2020-04-01,142,13
689,Alaska,2020-04-02,150,8
690,Alaska,2020-04-03,161,11
691,Alaska,2020-04-04,172,11
692,Alaska,2020-04-05,187,15
693,Alaska,2020-04-06,193,6
694,Alaska,2020-04-07,215,22
695,Alaska,2020-04-08,228,13
696,Alaska,2020-04-09,238,10
697,Alaska,2020-04-10,249,11
698,Alaska,2020-04-11,261,12
699,Alaska,2020-04-12,276,15
700,Alaska,2020-04-13,281,5
701,Alaska,2020-04-14,289,8
702,Alaska,2020-04-15,297,8
703,Alaska,2020-04-16,305,8
704,Alaska,2020-04-17,314,9
705,Alaska,2020-04-18,319,5
706,Alaska,2020-04-19,324,5
707,Alaska,2020-04-20,326,2
708,Alaska,2020-04-21,334,8
709,Alaska,2020-04-22,340,6
710,Alaska,2020-04-23,342,2
711,Alaska,2020-04-24,344,2
712,Alaska,2020-04-25,344,0
713,Alaska,2020-04-26,346,2
714,Alaska,2020-04-27,350,4
715,Alaska,2020-04-28,356,6
716,Alaska,2020-04-29,360,4
717,Alaska,2020-04-30,360,0
718,Alaska,2020-05-01,369,9
719,Alaska,2020-05-02,370,1
720,Alaska,2020-05-03,373,3
721,Alaska,2020-05-04,375,2
722,Alaska,2020-05-05,376,1
723,Alaska,2020-05-06,378,2
724,Alaska,2020-05-07,380,2
725,Alaska,2020-05-08,383,3
726,Alaska,2020-05-09,385,2
727,Alaska,2020-05-10,386,1
728,Alaska,2020-05-11,388,2
