,Province_State,Date,Cumulated_Cases,New_Cases
16605,Michigan,2020-12-24,508449,0
16606,Michigan,2020-12-25,508449,0
16607,Michigan,2020-12-26,516326,7877
16608,Michigan,2020-12-27,516326,0
16609,Michigan,2020-12-28,519876,3550
16610,Michigan,2020-12-29,523839,3963
16611,Michigan,2020-12-30,528621,4782
16612,Michigan,2020-12-31,528621,0
16613,Michigan,2021-01-01,528621,0
16614,Michigan,2021-01-02,538121,9500
16615,Michigan,2021-01-03,538121,0
16616,Michigan,2021-01-04,543611,5490
16617,Michigan,2021-01-05,546642,3031
16618,Michigan,2021-01-06,551498,4856
16619,Michigan,2021-01-07,555747,4249
16620,Michigan,2021-01-08,559655,3908
16621,Michigan,2021-01-09,562553,2898
16622,Michigan,2021-01-10,562553,0
16623,Michigan,2021-01-11,567682,5129
16624,Michigan,2021-01-12,570150,2468
16625,Michigan,2021-01-13,573278,3128
16626,Michigan,2021-01-14,576573,3295
16627,Michigan,2021-01-15,579574,3001
16628,Michigan,2021-01-16,581785,2211
16629,Michigan,2021-01-17,581785,0
16630,Michigan,2021-01-18,585128,3343
16631,Michigan,2021-01-19,586673,1545
16632,Michigan,2021-01-20,589869,3196
16633,Michigan,2021-01-21,592382,2513
16634,Michigan,2021-01-22,594920,2538
16635,Michigan,2021-01-23,596746,1826
16636,Michigan,2021-01-24,596746,0
16637,Michigan,2021-01-25,600093,3347
16638,Michigan,2021-01-26,602168,2075
16639,Michigan,2021-01-27,604233,2065
16640,Michigan,2021-01-28,606488,2255
16641,Michigan,2021-01-29,608627,2139
16642,Michigan,2021-01-30,610138,1511
16643,Michigan,2021-01-31,610138,0
16644,Michigan,2021-02-01,612710,2572
16645,Michigan,2021-02-02,614143,1433
16646,Michigan,2021-02-03,615860,1717
16647,Michigan,2021-02-04,617745,1885
16648,Michigan,2021-02-05,619499,1754
16649,Michigan,2021-02-06,620685,1186
16650,Michigan,2021-02-07,620685,0
16651,Michigan,2021-02-08,622813,2128
16652,Michigan,2021-02-09,623731,918
16653,Michigan,2021-02-10,624970,1239
16654,Michigan,2021-02-11,626477,1507
16655,Michigan,2021-02-12,628012,1535
16656,Michigan,2021-02-13,628956,944
16657,Michigan,2021-02-14,628956,0
16658,Michigan,2021-02-15,630408,1452
16659,Michigan,2021-02-16,631532,1124
16660,Michigan,2021-02-17,632772,1240
16661,Michigan,2021-02-18,633973,1201
16662,Michigan,2021-02-19,635446,1473
16663,Michigan,2021-02-20,636269,823
16664,Michigan,2021-02-21,636269,0
16665,Michigan,2021-02-22,637928,1659
16666,Michigan,2021-02-23,639712,1784
16667,Michigan,2021-02-24,641270,1558
16668,Michigan,2021-02-25,642868,1598
16669,Michigan,2021-02-26,644125,1257
16670,Michigan,2021-02-27,645550,1425
16671,Michigan,2021-02-28,645550,0
16672,Michigan,2021-03-01,647415,1865
16673,Michigan,2021-03-02,649057,1642
16674,Michigan,2021-03-03,650762,1705
16675,Michigan,2021-03-04,652589,1827
16676,Michigan,2021-03-05,654380,1791
16677,Michigan,2021-03-06,656072,1692
16678,Michigan,2021-03-07,656072,0
16679,Michigan,2021-03-08,658355,2283
16680,Michigan,2021-03-09,659890,1535
16681,Michigan,2021-03-10,662572,2682
16682,Michigan,2021-03-11,665141,2569
16683,Michigan,2021-03-12,668085,2944
16684,Michigan,2021-03-13,670088,2003
16685,Michigan,2021-03-14,670088,0
16686,Michigan,2021-03-15,673916,3828
16687,Michigan,2021-03-16,676494,2578
16688,Michigan,2021-03-17,680279,3785
16689,Michigan,2021-03-18,683398,3119
16690,Michigan,2021-03-19,687815,4417
16691,Michigan,2021-03-20,691070,3255
16692,Michigan,2021-03-21,691070,0
16693,Michigan,2021-03-22,696838,5768
16694,Michigan,2021-03-23,701378,4540
16695,Michigan,2021-03-24,706550,5172
16696,Michigan,2021-03-25,712393,5843
16697,Michigan,2021-03-26,718455,6062
16698,Michigan,2021-03-27,723700,5245
16699,Michigan,2021-03-28,723700,0
16700,Michigan,2021-03-29,732938,9238
16701,Michigan,2021-03-30,739244,6306
16702,Michigan,2021-03-31,746351,7107
16703,Michigan,2021-04-01,753449,7098
16704,Michigan,2021-04-02,759600,6151
16705,Michigan,2021-04-03,768892,9292
16706,Michigan,2021-04-04,768892,0
16707,Michigan,2021-04-05,779974,11082
16708,Michigan,2021-04-06,786123,6149
16709,Michigan,2021-04-07,795492,9369
16710,Michigan,2021-04-08,804031,8539
16711,Michigan,2021-04-09,812865,8834
16712,Michigan,2021-04-10,820404,7539
16713,Michigan,2021-04-11,820404,0
16714,Michigan,2021-04-12,830957,10553
16715,Michigan,2021-04-13,841234,10277
16716,Michigan,2021-04-14,850583,9349
16717,Michigan,2021-04-15,857774,7191
16718,Michigan,2021-04-16,867624,9850
16719,Michigan,2021-04-17,873700,6076
16720,Michigan,2021-04-18,873700,0
16721,Michigan,2021-04-19,882871,9171
16722,Michigan,2021-04-20,889472,6601
16723,Michigan,2021-04-21,895445,5973
16724,Michigan,2021-04-22,900956,5511
16725,Michigan,2021-04-23,906596,5640
16726,Michigan,2021-04-24,911800,5204
16727,Michigan,2021-04-25,911800,0
16728,Michigan,2021-04-26,918880,7080
16729,Michigan,2021-04-27,923464,4584
16730,Michigan,2021-04-28,928407,4943
16731,Michigan,2021-04-29,932604,4197
16732,Michigan,2021-04-30,936467,3863
16733,Michigan,2021-05-01,940175,3708
16734,Michigan,2021-05-02,940175,0
16735,Michigan,2021-05-03,945732,5557
16736,Michigan,2021-05-04,948852,3120
16737,Michigan,2021-05-05,951899,3047
16738,Michigan,2021-05-06,956012,4113
16739,Michigan,2021-05-07,959379,3367
16740,Michigan,2021-05-08,961956,2577
16741,Michigan,2021-05-09,961956,0
16742,Michigan,2021-05-10,964943,2987
16743,Michigan,2021-05-11,967611,2668
16744,Michigan,2021-05-12,970376,2765
16745,Michigan,2021-05-13,972746,2370
16746,Michigan,2021-05-14,974848,2102
16747,Michigan,2021-05-15,976339,1491
16748,Michigan,2021-05-16,976339,0
16749,Michigan,2021-05-17,978915,2576
16750,Michigan,2021-05-18,980450,1535
16751,Michigan,2021-05-19,982400,1950
16752,Michigan,2021-05-20,983970,1570
16753,Michigan,2021-05-21,985229,1259
16754,Michigan,2021-05-22,986435,1206
16755,Michigan,2021-05-23,986435,0
16756,Michigan,2021-05-24,987974,1539
16757,Michigan,2021-05-25,988947,973
16758,Michigan,2021-05-26,990002,1055
16759,Michigan,2021-05-27,990638,636
16760,Michigan,2021-05-28,991372,734
16761,Michigan,2021-05-29,991941,569
16762,Michigan,2021-05-30,991941,0
16763,Michigan,2021-05-31,991941,0
16764,Michigan,2021-06-01,992925,984
16765,Michigan,2021-06-02,993422,497
16766,Michigan,2021-06-03,993952,530
16767,Michigan,2021-06-04,994506,554
16768,Michigan,2021-06-05,994935,429
16769,Michigan,2021-06-06,994935,0
16770,Michigan,2021-06-07,995397,462
16771,Michigan,2021-06-08,995759,362
16772,Michigan,2021-06-09,996065,306
16773,Michigan,2021-06-10,996427,362
16774,Michigan,2021-06-11,996756,329
16775,Michigan,2021-06-12,996986,230
16776,Michigan,2021-06-13,996986,0
16777,Michigan,2021-06-14,997375,389
16778,Michigan,2021-06-15,997595,220
16779,Michigan,2021-06-16,997816,221
16780,Michigan,2021-06-17,997993,177
16781,Michigan,2021-06-18,998149,156
16782,Michigan,2021-06-19,998149,0
16783,Michigan,2021-06-20,998149,0
16784,Michigan,2021-06-21,998507,358
16785,Michigan,2021-06-22,998641,134
16786,Michigan,2021-06-23,998877,236
16787,Michigan,2021-06-24,999052,175
16788,Michigan,2021-06-25,999119,67
16789,Michigan,2021-06-26,999119,0
16790,Michigan,2021-06-27,999119,0
16791,Michigan,2021-06-28,999471,352
16792,Michigan,2021-06-29,999711,240
16793,Michigan,2021-06-30,1000019,308
16794,Michigan,2021-07-01,1000241,222
16795,Michigan,2021-07-02,1000375,134
16796,Michigan,2021-07-03,1000375,0
16797,Michigan,2021-07-04,1000375,0
16798,Michigan,2021-07-05,1000375,0
16799,Michigan,2021-07-06,1000908,533
16800,Michigan,2021-07-07,1000908,0
16801,Michigan,2021-07-08,1000908,0
16802,Michigan,2021-07-09,1001745,837
16803,Michigan,2021-07-10,1001745,0
16804,Michigan,2021-07-11,1001745,0
16805,Michigan,2021-07-12,1001745,0
16806,Michigan,2021-07-13,1002488,743
16807,Michigan,2021-07-14,1002488,0
16808,Michigan,2021-07-15,1002488,0
16809,Michigan,2021-07-16,1003432,944
16810,Michigan,2021-07-17,1003432,0
16811,Michigan,2021-07-18,1003432,0
16812,Michigan,2021-07-19,1003432,0
16813,Michigan,2021-07-20,1004630,1198
16814,Michigan,2021-07-21,1004630,0
16815,Michigan,2021-07-22,1004630,0
16816,Michigan,2021-07-23,1006360,1730
16817,Michigan,2021-07-24,1006360,0
16818,Michigan,2021-07-25,1006360,0
16819,Michigan,2021-07-26,1006360,0
16820,Michigan,2021-07-27,1008429,2069
16821,Michigan,2021-07-28,1008429,0
16822,Michigan,2021-07-29,1008429,0
16823,Michigan,2021-07-30,1011106,2677
16824,Michigan,2021-07-31,1011106,0
16825,Michigan,2021-08-01,1011106,0
16826,Michigan,2021-08-02,1011106,0
16827,Michigan,2021-08-03,1014087,2981
16828,Michigan,2021-08-04,1014087,0
16829,Michigan,2021-08-05,1014087,0
16830,Michigan,2021-08-06,1018601,4514
16831,Michigan,2021-08-07,1018601,0
16832,Michigan,2021-08-08,1018601,0
16833,Michigan,2021-08-09,1021681,3080
16834,Michigan,2021-08-10,1021681,0
16835,Michigan,2021-08-11,1025003,3322
16836,Michigan,2021-08-12,1025003,0
16837,Michigan,2021-08-13,1028630,3627
16838,Michigan,2021-08-14,1028630,0
16839,Michigan,2021-08-15,1028630,0
16840,Michigan,2021-08-16,1032520,3890
16841,Michigan,2021-08-17,1032520,0
16842,Michigan,2021-08-18,1035827,3307
16843,Michigan,2021-08-19,1035827,0
16844,Michigan,2021-08-20,1040673,4846
16845,Michigan,2021-08-21,1040673,0
16846,Michigan,2021-08-22,1040673,0
16847,Michigan,2021-08-23,1044958,4285
16848,Michigan,2021-08-24,1044958,0
16849,Michigan,2021-08-25,1050153,5195
16850,Michigan,2021-08-26,1050153,0
16851,Michigan,2021-08-27,1054709,4556
16852,Michigan,2021-08-28,1054709,0
16853,Michigan,2021-08-29,1054709,0
16854,Michigan,2021-08-30,1060343,5634
16855,Michigan,2021-08-31,1060343,0
16856,Michigan,2021-09-01,1065671,5328
16857,Michigan,2021-09-02,1065671,0
16858,Michigan,2021-09-03,1070963,5292
16859,Michigan,2021-09-04,1070963,0
16860,Michigan,2021-09-05,1070963,0
16861,Michigan,2021-09-06,1070963,0
16862,Michigan,2021-09-07,1077871,6908
16863,Michigan,2021-09-08,1081179,3308
16864,Michigan,2021-09-09,1081179,0
16865,Michigan,2021-09-10,1088201,7022
16866,Michigan,2021-09-11,1088201,0
16867,Michigan,2021-09-12,1088201,0
16868,Michigan,2021-09-13,1095200,6999
16869,Michigan,2021-09-14,1095200,0
16870,Michigan,2021-09-15,1102957,7757
16871,Michigan,2021-09-16,1102957,0
16872,Michigan,2021-09-17,1109643,6686
16873,Michigan,2021-09-18,1109643,0
16874,Michigan,2021-09-19,1109643,0
16875,Michigan,2021-09-20,1117846,8203
16876,Michigan,2021-09-21,1117846,0
16877,Michigan,2021-09-22,1125564,7718
16878,Michigan,2021-09-23,1125564,0
16879,Michigan,2021-09-24,1132651,7087
16880,Michigan,2021-09-25,1132651,0
16881,Michigan,2021-09-26,1132651,0
16882,Michigan,2021-09-27,1141370,8719
16883,Michigan,2021-09-28,1141370,0
16884,Michigan,2021-09-29,1150064,8694
16885,Michigan,2021-09-30,1150064,0
16886,Michigan,2021-10-01,1159419,9355
16887,Michigan,2021-10-02,1159419,0
16888,Michigan,2021-10-03,1159419,0
16889,Michigan,2021-10-04,1169238,9819
16890,Michigan,2021-10-05,1169238,0
16891,Michigan,2021-10-06,1178908,9670
16892,Michigan,2021-10-07,1178908,0
16893,Michigan,2021-10-08,1189030,10122
16894,Michigan,2021-10-09,1189030,0
16895,Michigan,2021-10-10,1189030,0
16896,Michigan,2021-10-11,1198850,9820
16897,Michigan,2021-10-12,1198850,0
16898,Michigan,2021-10-13,1209726,10876
16899,Michigan,2021-10-14,1209726,0
16900,Michigan,2021-10-15,1219715,9989
16901,Michigan,2021-10-16,1219715,0
16902,Minnesota,2020-01-30,0,0
16903,Minnesota,2020-01-31,0,0
16904,Minnesota,2020-02-01,0,0
16905,Minnesota,2020-02-02,0,0
16906,Minnesota,2020-02-03,0,0
16907,Minnesota,2020-02-04,0,0
16908,Minnesota,2020-02-05,0,0
16909,Minnesota,2020-02-06,0,0
16910,Minnesota,2020-02-07,0,0
16911,Minnesota,2020-02-08,0,0
16912,Minnesota,2020-02-09,0,0
16913,Minnesota,2020-02-10,0,0
16914,Minnesota,2020-02-11,0,0
16915,Minnesota,2020-02-12,0,0
16916,Minnesota,2020-02-13,0,0
16917,Minnesota,2020-02-14,0,0
16918,Minnesota,2020-02-15,0,0
16919,Minnesota,2020-02-16,0,0
16920,Minnesota,2020-02-17,0,0
16921,Minnesota,2020-02-18,0,0
16922,Minnesota,2020-02-19,0,0
16923,Minnesota,2020-02-20,0,0
16924,Minnesota,2020-02-21,0,0
16925,Minnesota,2020-02-22,0,0
16926,Minnesota,2020-02-23,0,0
16927,Minnesota,2020-02-24,0,0
16928,Minnesota,2020-02-25,0,0
16929,Minnesota,2020-02-26,0,0
16930,Minnesota,2020-02-27,0,0
16931,Minnesota,2020-02-28,0,0
16932,Minnesota,2020-02-29,0,0
16933,Minnesota,2020-03-01,0,0
16934,Minnesota,2020-03-02,0,0
16935,Minnesota,2020-03-03,0,0
16936,Minnesota,2020-03-04,0,0
16937,Minnesota,2020-03-05,0,0
16938,Minnesota,2020-03-06,1,1
16939,Minnesota,2020-03-07,1,0
16940,Minnesota,2020-03-08,1,0
16941,Minnesota,2020-03-09,2,1
16942,Minnesota,2020-03-10,2,0
16943,Minnesota,2020-03-11,5,3
16944,Minnesota,2020-03-12,9,4
16945,Minnesota,2020-03-13,14,5
16946,Minnesota,2020-03-14,21,7
16947,Minnesota,2020-03-15,21,0
16948,Minnesota,2020-03-16,53,32
16949,Minnesota,2020-03-17,59,6
16950,Minnesota,2020-03-18,77,18
16951,Minnesota,2020-03-19,89,12
16952,Minnesota,2020-03-20,113,24
16953,Minnesota,2020-03-21,134,21
16954,Minnesota,2020-03-22,167,33
16955,Minnesota,2020-03-23,234,67
16956,Minnesota,2020-03-24,261,27
16957,Minnesota,2020-03-25,286,25
16958,Minnesota,2020-03-26,344,58
16959,Minnesota,2020-03-27,396,52
16960,Minnesota,2020-03-28,441,45
16961,Minnesota,2020-03-29,503,62
16962,Minnesota,2020-03-30,576,73
16963,Minnesota,2020-03-31,629,53
16964,Minnesota,2020-04-01,689,60
16965,Minnesota,2020-04-02,742,53
16966,Minnesota,2020-04-03,788,46
16967,Minnesota,2020-04-04,865,77
16968,Minnesota,2020-04-05,935,70
16969,Minnesota,2020-04-06,986,51
16970,Minnesota,2020-04-07,1069,83
16971,Minnesota,2020-04-08,1154,85
16972,Minnesota,2020-04-09,1240,86
16973,Minnesota,2020-04-10,1336,96
16974,Minnesota,2020-04-11,1427,91
16975,Minnesota,2020-04-12,1621,194
16976,Minnesota,2020-04-13,1621,0
16977,Minnesota,2020-04-14,1695,74
16978,Minnesota,2020-04-15,1809,114
16979,Minnesota,2020-04-16,1809,0
16980,Minnesota,2020-04-17,2070,261
16981,Minnesota,2020-04-18,2209,139
16982,Minnesota,2020-04-19,2356,147
16983,Minnesota,2020-04-20,2470,114
16984,Minnesota,2020-04-21,2567,97
16985,Minnesota,2020-04-22,2722,155
16986,Minnesota,2020-04-23,2942,220
16987,Minnesota,2020-04-24,3185,243
16988,Minnesota,2020-04-25,3446,261
16989,Minnesota,2020-04-26,3602,156
16990,Minnesota,2020-04-27,3811,209
16991,Minnesota,2020-04-28,4181,370
16992,Minnesota,2020-04-29,4644,463
16993,Minnesota,2020-04-30,5136,492
16994,Minnesota,2020-05-01,5730,594
16995,Minnesota,2020-05-02,6232,502
16996,Minnesota,2020-05-03,6663,431
16997,Minnesota,2020-05-04,7234,571
16998,Minnesota,2020-05-05,7851,617
16999,Minnesota,2020-05-06,8579,728
17000,Minnesota,2020-05-07,9365,786
17001,Minnesota,2020-05-08,10088,723
17002,Minnesota,2020-05-09,10790,702
17003,Minnesota,2020-05-10,11271,481
17004,Minnesota,2020-05-11,11799,528
17005,Minnesota,2020-05-12,12494,695
17006,Minnesota,2020-05-13,12917,423
17007,Minnesota,2020-05-14,13435,518
17008,Minnesota,2020-05-15,14240,805
17009,Minnesota,2020-05-16,14969,729
17010,Minnesota,2020-05-17,15668,699
17011,Minnesota,2020-05-18,16372,704
17012,Minnesota,2020-05-19,17029,657
17013,Minnesota,2020-05-20,17670,641
17014,Minnesota,2020-05-21,18200,530
17015,Minnesota,2020-05-22,19005,805
17016,Minnesota,2020-05-23,19845,840
17017,Minnesota,2020-05-24,20573,728
17018,Minnesota,2020-05-25,21315,742
17019,Minnesota,2020-05-26,21960,645
17020,Minnesota,2020-05-27,22464,504
17021,Minnesota,2020-05-28,22947,483
17022,Minnesota,2020-05-29,23531,584
17023,Minnesota,2020-05-30,24190,659
17024,Minnesota,2020-05-31,24850,660
17025,Minnesota,2020-06-01,25208,358
17026,Minnesota,2020-06-02,25508,300
17027,Minnesota,2020-06-03,25870,362
17028,Minnesota,2020-06-04,26273,403
17029,Minnesota,2020-06-05,26980,707
17030,Minnesota,2020-06-06,27501,521
17031,Minnesota,2020-06-07,27886,385
17032,Minnesota,2020-06-08,28224,338
17033,Minnesota,2020-06-09,28523,299
17034,Minnesota,2020-06-10,28869,346
17035,Minnesota,2020-06-11,29316,447
17036,Minnesota,2020-06-12,29795,479
17037,Minnesota,2020-06-13,30172,377
17038,Minnesota,2020-06-14,30471,299
17039,Minnesota,2020-06-15,30693,222
17040,Minnesota,2020-06-16,30882,189
17041,Minnesota,2020-06-17,31296,414
17042,Minnesota,2020-06-18,31675,379
17043,Minnesota,2020-06-19,32031,356
17044,Minnesota,2020-06-20,32467,436
17045,Minnesota,2020-06-21,32920,453
17046,Minnesota,2020-06-22,33227,307
17047,Minnesota,2020-06-23,33469,242
17048,Minnesota,2020-06-24,33763,294
17049,Minnesota,2020-06-25,34123,360
17050,Minnesota,2020-06-26,34616,493
17051,Minnesota,2020-06-27,35033,417
17052,Minnesota,2020-06-28,35549,516
17053,Minnesota,2020-06-29,35861,312
17054,Minnesota,2020-06-30,36303,442
17055,Minnesota,2020-07-01,36716,413
17056,Minnesota,2020-07-02,37210,494
17057,Minnesota,2020-07-03,37624,414
17058,Minnesota,2020-07-04,37624,0
17059,Minnesota,2020-07-05,38136,512
17060,Minnesota,2020-07-06,38569,433
17061,Minnesota,2020-07-07,39133,564
17062,Minnesota,2020-07-08,39589,456
17063,Minnesota,2020-07-09,40163,574
17064,Minnesota,2020-07-10,40767,604
17065,Minnesota,2020-07-11,41571,804
17066,Minnesota,2020-07-12,42281,710
17067,Minnesota,2020-07-13,42772,491
17068,Minnesota,2020-07-14,43170,398
17069,Minnesota,2020-07-15,43742,572
17070,Minnesota,2020-07-16,44347,605
17071,Minnesota,2020-07-17,45013,666
17072,Minnesota,2020-07-18,45470,457
17073,Minnesota,2020-07-19,46204,734
17074,Minnesota,2020-07-20,47107,903
17075,Minnesota,2020-07-21,47457,350
17076,Minnesota,2020-07-22,47961,504
17077,Minnesota,2020-07-23,48721,760
17078,Minnesota,2020-07-24,49488,767
17079,Minnesota,2020-07-25,50291,803
17080,Minnesota,2020-07-26,51153,862
17081,Minnesota,2020-07-27,51803,650
17082,Minnesota,2020-07-28,52281,478
17083,Minnesota,2020-07-29,52947,666
17084,Minnesota,2020-07-30,53692,745
17085,Minnesota,2020-07-31,54463,771
17086,Minnesota,2020-08-01,55188,725
17087,Minnesota,2020-08-02,55947,759
17088,Minnesota,2020-08-03,56560,613
17089,Minnesota,2020-08-04,57162,602
17090,Minnesota,2020-08-05,57779,617
17091,Minnesota,2020-08-06,58640,861
17092,Minnesota,2020-08-07,59185,545
17093,Minnesota,2020-08-08,60101,916
17094,Minnesota,2020-08-09,60898,797
17095,Minnesota,2020-08-10,61516,618
17096,Minnesota,2020-08-11,61839,323
17097,Minnesota,2020-08-12,62303,464
17098,Minnesota,2020-08-13,62993,690
17099,Minnesota,2020-08-14,63723,730
17100,Minnesota,2020-08-15,64413,690
17101,Minnesota,2020-08-16,65152,739
17102,Minnesota,2020-08-17,65716,564
17103,Minnesota,2020-08-18,66092,376
17104,Minnesota,2020-08-19,66618,526
17105,Minnesota,2020-08-20,67308,690
17106,Minnesota,2020-08-21,68133,825
17107,Minnesota,2020-08-22,68867,734
17108,Minnesota,2020-08-23,69584,717
17109,Minnesota,2020-08-24,70298,714
17110,Minnesota,2020-08-25,70707,409
17111,Minnesota,2020-08-26,71236,529
17112,Minnesota,2020-08-27,72390,1154
17113,Minnesota,2020-08-28,73240,850
17114,Minnesota,2020-08-29,74257,1017
17115,Minnesota,2020-08-30,75189,932
17116,Minnesota,2020-08-31,75864,675
17117,Minnesota,2020-09-01,76355,491
17118,Minnesota,2020-09-02,77085,730
17119,Minnesota,2020-09-03,78123,1038
17120,Minnesota,2020-09-04,78966,843
17121,Minnesota,2020-09-05,79880,914
17122,Minnesota,2020-09-06,80587,707
17123,Minnesota,2020-09-07,81225,638
17124,Minnesota,2020-09-08,81608,383
17125,Minnesota,2020-09-09,81868,260
17126,Minnesota,2020-09-10,82249,381
17127,Minnesota,2020-09-11,82716,467
17128,Minnesota,2020-09-12,83588,872
17129,Minnesota,2020-09-13,84311,723
17130,Minnesota,2020-09-14,84949,638
17131,Minnesota,2020-09-15,85351,402
17132,Minnesota,2020-09-16,85813,462
17133,Minnesota,2020-09-17,86722,909
17134,Minnesota,2020-09-18,87807,1085
17135,Minnesota,2020-09-19,88721,914
17136,Minnesota,2020-09-20,90017,1296
17137,Minnesota,2020-09-21,90942,925
17138,Minnesota,2020-09-22,91422,480
17139,Minnesota,2020-09-23,92100,678
17140,Minnesota,2020-09-24,93012,912
17141,Minnesota,2020-09-25,94189,1177
17142,Minnesota,2020-09-26,95659,1470
17143,Minnesota,2020-09-27,96734,1075
17144,Minnesota,2020-09-28,97638,904
17145,Minnesota,2020-09-29,98447,809
17146,Minnesota,2020-09-30,99134,687
17147,Minnesota,2020-10-01,100200,1066
17148,Minnesota,2020-10-02,101366,1166
17149,Minnesota,2020-10-03,102787,1421
17150,Minnesota,2020-10-04,103826,1039
17151,Minnesota,2020-10-05,104799,973
17152,Minnesota,2020-10-06,105740,941
17153,Minnesota,2020-10-07,106651,911
17154,Minnesota,2020-10-08,107922,1271
17155,Minnesota,2020-10-09,109312,1390
17156,Minnesota,2020-10-10,110828,1516
17157,Minnesota,2020-10-11,112268,1440
17158,Minnesota,2020-10-12,113439,1171
17159,Minnesota,2020-10-13,114574,1135
17160,Minnesota,2020-10-14,115943,1369
17161,Minnesota,2020-10-15,117106,1163
17162,Minnesota,2020-10-16,119396,2290
17163,Minnesota,2020-10-17,121090,1694
17164,Minnesota,2020-10-18,122812,1722
17165,Minnesota,2020-10-19,124439,1627
17166,Minnesota,2020-10-20,125531,1092
17167,Minnesota,2020-10-21,126591,1060
17168,Minnesota,2020-10-22,128152,1561
17169,Minnesota,2020-10-23,129863,1711
17170,Minnesota,2020-10-24,132122,2259
17171,Minnesota,2020-10-25,133802,1680
17172,Minnesota,2020-10-26,135372,1570
17173,Minnesota,2020-10-27,137536,2164
17174,Minnesota,2020-10-28,139444,1908
17175,Minnesota,2020-10-29,142311,2867
17176,Minnesota,2020-10-30,145465,3154
17177,Minnesota,2020-10-31,148472,3007
17178,Minnesota,2020-11-01,150672,2200
17179,Minnesota,2020-11-02,153620,2948
17180,Minnesota,2020-11-03,157096,3476
17181,Minnesota,2020-11-04,160923,3827
17182,Minnesota,2020-11-05,164865,3942
17183,Minnesota,2020-11-06,170307,5442
17184,Minnesota,2020-11-07,174954,4647
17185,Minnesota,2020-11-08,180862,5908
17186,Minnesota,2020-11-09,184788,3926
17187,Minnesota,2020-11-10,189681,4893
17188,Minnesota,2020-11-11,194570,4889
17189,Minnesota,2020-11-12,201795,7225
17190,Minnesota,2020-11-13,207339,5544
17191,Minnesota,2020-11-14,216028,8689
17192,Minnesota,2020-11-15,223581,7553
17193,Minnesota,2020-11-16,231018,7437
17194,Minnesota,2020-11-17,236949,5931
17195,Minnesota,2020-11-18,242043,5094
17196,Minnesota,2020-11-19,249906,7863
17197,Minnesota,2020-11-20,256700,6794
17198,Minnesota,2020-11-21,262952,6252
17199,Minnesota,2020-11-22,270157,7205
17200,Minnesota,2020-11-23,276500,6343
17201,Minnesota,2020-11-24,282916,6416
17202,Minnesota,2020-11-25,289303,6387
17203,Minnesota,2020-11-26,289303,0
17204,Minnesota,2020-11-27,295001,5698
17205,Minnesota,2020-11-28,304023,9022
17206,Minnesota,2020-11-29,312969,8946
17207,Minnesota,2020-11-30,318763,5794
17208,Minnesota,2020-12-01,322312,3549
17209,Minnesota,2020-12-02,327477,5165
17210,Minnesota,2020-12-03,333626,6149
17211,Minnesota,2020-12-04,338973,5347
17212,Minnesota,2020-12-05,345281,6308
17213,Minnesota,2020-12-06,350862,5581
17214,Minnesota,2020-12-07,356152,5290
17215,Minnesota,2020-12-08,359203,3051
17216,Minnesota,2020-12-09,363719,4516
17217,Minnesota,2020-12-10,367218,3499
17218,Minnesota,2020-12-11,370968,3750
17219,Minnesota,2020-12-12,375398,4430
17220,Minnesota,2020-12-13,378823,3425
17221,Minnesota,2020-12-14,381841,3018
17222,Minnesota,2020-12-15,384164,2323
17223,Minnesota,2020-12-16,386412,2248
17224,Minnesota,2020-12-17,389171,2759
17225,Minnesota,2020-12-18,391889,2718
17226,Minnesota,2020-12-19,394635,2746
17227,Minnesota,2020-12-20,397319,2684
17228,Minnesota,2020-12-21,399311,1992
17229,Minnesota,2020-12-22,401011,1700
17230,Minnesota,2020-12-23,402519,1508
17231,Minnesota,2020-12-24,404403,1884
17232,Minnesota,2020-12-25,404403,0
17233,Minnesota,2020-12-26,406545,2142
17234,Minnesota,2020-12-27,409061,2516
17235,Minnesota,2020-12-28,410138,1077
17236,Minnesota,2020-12-29,411110,972
17237,Minnesota,2020-12-30,413107,1997
17238,Minnesota,2020-12-31,415302,2195
17239,Minnesota,2021-01-01,415302,0
17240,Minnesota,2021-01-02,417832,2530
17241,Minnesota,2021-01-03,420544,2712
17242,Minnesota,2021-01-04,423688,3144
17243,Minnesota,2021-01-05,425261,1573
17244,Minnesota,2021-01-06,427587,2326
17245,Minnesota,2021-01-07,429570,1983
17246,Minnesota,2021-01-08,431944,2374
17247,Minnesota,2021-01-09,434413,2469
17248,Minnesota,2021-01-10,436572,2159
17249,Minnesota,2021-01-11,437552,980
17250,Minnesota,2021-01-12,438867,1315
17251,Minnesota,2021-01-13,440354,1487
17252,Minnesota,2021-01-14,441935,1581
17253,Minnesota,2021-01-15,443562,1627
17254,Minnesota,2021-01-16,445047,1485
17255,Minnesota,2021-01-17,446380,1333
17256,Minnesota,2021-01-18,447349,969
17257,Minnesota,2021-01-19,448268,919
17258,Minnesota,2021-01-20,449492,1224
17259,Minnesota,2021-01-21,450762,1270
17260,Minnesota,2021-01-22,452268,1506
17261,Minnesota,2021-01-23,453808,1540
17262,Minnesota,2021-01-24,454989,1181
17263,Minnesota,2021-01-25,455783,794
17264,Minnesota,2021-01-26,456490,707
17265,Minnesota,2021-01-27,457317,827
17266,Minnesota,2021-01-28,458633,1316
17267,Minnesota,2021-01-29,459747,1114
17268,Minnesota,2021-01-30,460819,1072
