serial,province_state,obsv_date,confirmed,New_Cases
39261,Andaman and Nicobar Islands,2020-06-10,33,0
39989,Andaman and Nicobar Islands,2020-06-11,38,5
40722,Andaman and Nicobar Islands,2020-06-12,38,0
41455,Andaman and Nicobar Islands,2020-06-13,38,0
42188,Andaman and Nicobar Islands,2020-06-14,38,0
42921,Andaman and Nicobar Islands,2020-06-15,41,3
43654,Andaman and Nicobar Islands,2020-06-16,44,3
44387,Andaman and Nicobar Islands,2020-06-17,44,0
45120,Andaman and Nicobar Islands,2020-06-18,44,0
45853,Andaman and Nicobar Islands,2020-06-19,45,1
46586,Andaman and Nicobar Islands,2020-06-20,47,2
47319,Andaman and Nicobar Islands,2020-06-21,48,1
48052,Andaman and Nicobar Islands,2020-06-22,48,0
48785,Andaman and Nicobar Islands,2020-06-23,50,2
49518,Andaman and Nicobar Islands,2020-06-24,56,6
50251,Andaman and Nicobar Islands,2020-06-25,59,3
50984,Andaman and Nicobar Islands,2020-06-26,72,13
51717,Andaman and Nicobar Islands,2020-06-27,72,0
52450,Andaman and Nicobar Islands,2020-06-28,76,4
53183,Andaman and Nicobar Islands,2020-06-29,90,14
53916,Andaman and Nicobar Islands,2020-06-30,97,7
54649,Andaman and Nicobar Islands,2020-07-01,100,3
55382,Andaman and Nicobar Islands,2020-07-02,109,9
56115,Andaman and Nicobar Islands,2020-07-03,116,7
56848,Andaman and Nicobar Islands,2020-07-04,119,3
57581,Andaman and Nicobar Islands,2020-07-05,125,6
58314,Andaman and Nicobar Islands,2020-07-06,141,16
59047,Andaman and Nicobar Islands,2020-07-07,147,6
59780,Andaman and Nicobar Islands,2020-07-08,149,2
60513,Andaman and Nicobar Islands,2020-07-09,151,2
61246,Andaman and Nicobar Islands,2020-07-10,156,5
61979,Andaman and Nicobar Islands,2020-07-11,163,7
62712,Andaman and Nicobar Islands,2020-07-12,163,0
63445,Andaman and Nicobar Islands,2020-07-13,166,3
64178,Andaman and Nicobar Islands,2020-07-14,166,0
64911,Andaman and Nicobar Islands,2020-07-15,176,10
65644,Andaman and Nicobar Islands,2020-07-16,180,4
66376,Andaman and Nicobar Islands,2020-07-17,194,14
67121,Andaman and Nicobar Islands,2020-07-18,198,4
67867,Andaman and Nicobar Islands,2020-07-19,203,5
68613,Andaman and Nicobar Islands,2020-07-20,207,4
69359,Andaman and Nicobar Islands,2020-07-21,212,5
70105,Andaman and Nicobar Islands,2020-07-22,221,9
70851,Andaman and Nicobar Islands,2020-07-23,240,19
71597,Andaman and Nicobar Islands,2020-07-24,259,19
72343,Andaman and Nicobar Islands,2020-07-25,290,31
73089,Andaman and Nicobar Islands,2020-07-26,324,34
73835,Andaman and Nicobar Islands,2020-07-27,338,14
74581,Andaman and Nicobar Islands,2020-07-28,338,0
75328,Andaman and Nicobar Islands,2020-07-29,363,25
76075,Andaman and Nicobar Islands,2020-07-30,428,65
76822,Andaman and Nicobar Islands,2020-07-31,548,120
77569,Andaman and Nicobar Islands,2020-08-01,636,88
78316,Andaman and Nicobar Islands,2020-08-02,734,98
79063,Andaman and Nicobar Islands,2020-08-03,830,96
79810,Andaman and Nicobar Islands,2020-08-04,928,98
80557,Andaman and Nicobar Islands,2020-08-05,1027,99
81304,Andaman and Nicobar Islands,2020-08-06,1123,96
82051,Andaman and Nicobar Islands,2020-08-07,1222,99
82798,Andaman and Nicobar Islands,2020-08-08,1351,129
83545,Andaman and Nicobar Islands,2020-08-09,1490,139
84292,Andaman and Nicobar Islands,2020-08-10,1625,135
85039,Andaman and Nicobar Islands,2020-08-11,1764,139
85785,Andaman and Nicobar Islands,2020-08-12,1900,136
86531,Andaman and Nicobar Islands,2020-08-13,2037,137
87277,Andaman and Nicobar Islands,2020-08-14,2186,149
88023,Andaman and Nicobar Islands,2020-08-15,2306,120
88769,Andaman and Nicobar Islands,2020-08-16,2399,93
89515,Andaman and Nicobar Islands,2020-08-17,2445,46
90261,Andaman and Nicobar Islands,2020-08-18,2529,84
91007,Andaman and Nicobar Islands,2020-08-19,2604,75
91753,Andaman and Nicobar Islands,2020-08-20,2680,76
92499,Andaman and Nicobar Islands,2020-08-21,2747,67
93245,Andaman and Nicobar Islands,2020-08-22,2808,61
93991,Andaman and Nicobar Islands,2020-08-23,2860,52
94737,Andaman and Nicobar Islands,2020-08-24,2904,44
95483,Andaman and Nicobar Islands,2020-08-25,2945,41
96229,Andaman and Nicobar Islands,2020-08-26,2985,40
96975,Andaman and Nicobar Islands,2020-08-27,3018,33
97721,Andaman and Nicobar Islands,2020-08-28,3050,32
98467,Andaman and Nicobar Islands,2020-08-29,3081,31
99213,Andaman and Nicobar Islands,2020-08-30,3104,23
99959,Andaman and Nicobar Islands,2020-08-31,3132,28
100705,Andaman and Nicobar Islands,2020-09-01,3160,28
101451,Andaman and Nicobar Islands,2020-09-02,3186,26
102197,Andaman and Nicobar Islands,2020-09-03,3223,37
102943,Andaman and Nicobar Islands,2020-09-04,3257,34
103689,Andaman and Nicobar Islands,2020-09-05,3292,35
104435,Andaman and Nicobar Islands,2020-09-06,3332,40
105181,Andaman and Nicobar Islands,2020-09-07,3359,27
105927,Andaman and Nicobar Islands,2020-09-08,3392,33
106673,Andaman and Nicobar Islands,2020-09-09,3426,34
107419,Andaman and Nicobar Islands,2020-09-10,3465,39
108165,Andaman and Nicobar Islands,2020-09-11,3494,29
108911,Andaman and Nicobar Islands,2020-09-12,3521,27
109657,Andaman and Nicobar Islands,2020-09-13,3546,25
110403,Andaman and Nicobar Islands,2020-09-14,3546,0
111149,Andaman and Nicobar Islands,2020-09-15,3574,28
111895,Andaman and Nicobar Islands,2020-09-16,3593,19
112641,Andaman and Nicobar Islands,2020-09-17,3604,11
113387,Andaman and Nicobar Islands,2020-09-18,3631,27
114133,Andaman and Nicobar Islands,2020-09-19,3644,13
114879,Andaman and Nicobar Islands,2020-09-20,3651,7
115625,Andaman and Nicobar Islands,2020-09-21,3673,22
116372,Andaman and Nicobar Islands,2020-09-22,3691,18
117119,Andaman and Nicobar Islands,2020-09-23,3712,21
117866,Andaman and Nicobar Islands,2020-09-24,3744,32
118613,Andaman and Nicobar Islands,2020-09-25,3759,15
119360,Andaman and Nicobar Islands,2020-09-26,3774,15
120107,Andaman and Nicobar Islands,2020-09-27,3794,20
120854,Andaman and Nicobar Islands,2020-09-28,3803,9
121601,Andaman and Nicobar Islands,2020-09-29,3821,18
122348,Andaman and Nicobar Islands,2020-09-30,3835,14
123095,Andaman and Nicobar Islands,2020-10-01,3848,13
123842,Andaman and Nicobar Islands,2020-10-02,3858,10
124589,Andaman and Nicobar Islands,2020-10-03,3868,10
125336,Andaman and Nicobar Islands,2020-10-04,3884,16
126083,Andaman and Nicobar Islands,2020-10-05,3899,15
126830,Andaman and Nicobar Islands,2020-10-06,3912,13
127577,Andaman and Nicobar Islands,2020-10-07,3935,23
128324,Andaman and Nicobar Islands,2020-10-08,3952,17
129071,Andaman and Nicobar Islands,2020-10-09,3976,24
129818,Andaman and Nicobar Islands,2020-10-10,3992,16
130565,Andaman and Nicobar Islands,2020-10-11,4005,13
131313,Andaman and Nicobar Islands,2020-10-12,4023,18
132061,Andaman and Nicobar Islands,2020-10-13,4036,13
132809,Andaman and Nicobar Islands,2020-10-14,4046,10
133557,Andaman and Nicobar Islands,2020-10-15,4062,16
134305,Andaman and Nicobar Islands,2020-10-16,4072,10
135053,Andaman and Nicobar Islands,2020-10-17,4083,11
135801,Andaman and Nicobar Islands,2020-10-18,4108,25
136549,Andaman and Nicobar Islands,2020-10-19,4126,18
137297,Andaman and Nicobar Islands,2020-10-20,4141,15
138045,Andaman and Nicobar Islands,2020-10-21,4168,27
138793,Andaman and Nicobar Islands,2020-10-22,4184,16
139541,Andaman and Nicobar Islands,2020-10-23,4207,23
140289,Andaman and Nicobar Islands,2020-10-24,4225,18
141037,Andaman and Nicobar Islands,2020-10-25,4245,20
141785,Andaman and Nicobar Islands,2020-10-26,4253,8
142533,Andaman and Nicobar Islands,2020-10-27,4274,21
143282,Andaman and Nicobar Islands,2020-10-28,4289,15
144031,Andaman and Nicobar Islands,2020-10-29,4305,16
144780,Andaman and Nicobar Islands,2020-10-30,4317,12
145529,Andaman and Nicobar Islands,2020-10-31,4332,15
146278,Andaman and Nicobar Islands,2020-11-01,4340,8
147027,Andaman and Nicobar Islands,2020-11-02,4352,12
147776,Andaman and Nicobar Islands,2020-11-03,4372,20
148525,Andaman and Nicobar Islands,2020-11-04,4389,17
149274,Andaman and Nicobar Islands,2020-11-05,4403,14
150023,Andaman and Nicobar Islands,2020-11-06,4420,17
150772,Andaman and Nicobar Islands,2020-11-07,4441,21
151521,Andaman and Nicobar Islands,2020-11-08,4450,9
152270,Andaman and Nicobar Islands,2020-11-09,4463,13
153020,Andaman and Nicobar Islands,2020-11-10,4477,14
153770,Andaman and Nicobar Islands,2020-11-11,4494,17
154519,Andaman and Nicobar Islands,2020-11-12,4507,13
155281,Andaman and Nicobar Islands,2020-11-13,4518,11
156043,Andaman and Nicobar Islands,2020-11-14,4527,9
156805,Andaman and Nicobar Islands,2020-11-15,4536,9
157567,Andaman and Nicobar Islands,2020-11-16,4557,21
158329,Andaman and Nicobar Islands,2020-11-17,4574,17
159091,Andaman and Nicobar Islands,2020-11-18,4593,19
159853,Andaman and Nicobar Islands,2020-11-19,4604,11
160615,Andaman and Nicobar Islands,2020-11-20,4617,13
161377,Andaman and Nicobar Islands,2020-11-21,4631,14
162139,Andaman and Nicobar Islands,2020-11-22,4641,10
162901,Andaman and Nicobar Islands,2020-11-23,4656,15
163663,Andaman and Nicobar Islands,2020-11-24,4667,11
164426,Andaman and Nicobar Islands,2020-11-25,4677,10
165189,Andaman and Nicobar Islands,2020-11-26,4682,5
165952,Andaman and Nicobar Islands,2020-11-27,4689,7
166715,Andaman and Nicobar Islands,2020-11-28,4698,9
167478,Andaman and Nicobar Islands,2020-11-29,4704,6
168241,Andaman and Nicobar Islands,2020-11-30,4710,6
169004,Andaman and Nicobar Islands,2020-12-01,4718,8
169767,Andaman and Nicobar Islands,2020-12-02,4723,5
170530,Andaman and Nicobar Islands,2020-12-03,4729,6
171293,Andaman and Nicobar Islands,2020-12-04,4742,13
172056,Andaman and Nicobar Islands,2020-12-05,4747,5
172819,Andaman and Nicobar Islands,2020-12-06,4758,11
173582,Andaman and Nicobar Islands,2020-12-07,4773,15
174345,Andaman and Nicobar Islands,2020-12-08,4778,5
175108,Andaman and Nicobar Islands,2020-12-09,4783,5
175871,Andaman and Nicobar Islands,2020-12-10,4791,8
176634,Andaman and Nicobar Islands,2020-12-11,4798,7
177397,Andaman and Nicobar Islands,2020-12-12,4805,7
178160,Andaman and Nicobar Islands,2020-12-13,4818,13
178923,Andaman and Nicobar Islands,2020-12-14,4834,16
179686,Andaman and Nicobar Islands,2020-12-15,4842,8
180449,Andaman and Nicobar Islands,2020-12-16,4850,8
181212,Andaman and Nicobar Islands,2020-12-17,4860,10
181975,Andaman and Nicobar Islands,2020-12-18,4869,9
182738,Andaman and Nicobar Islands,2020-12-19,4875,6
183501,Andaman and Nicobar Islands,2020-12-20,4881,6
184264,Andaman and Nicobar Islands,2020-12-21,4888,7
185027,Andaman and Nicobar Islands,2020-12-22,4893,5
185790,Andaman and Nicobar Islands,2020-12-23,4896,3
186553,Andaman and Nicobar Islands,2020-12-24,4901,5
187316,Andaman and Nicobar Islands,2020-12-25,4912,11
188079,Andaman and Nicobar Islands,2020-12-26,4912,0
188842,Andaman and Nicobar Islands,2020-12-27,4924,12
189605,Andaman and Nicobar Islands,2020-12-28,4929,5
190368,Andaman and Nicobar Islands,2020-12-29,4936,7
191131,Andaman and Nicobar Islands,2020-12-30,4941,5
191894,Andaman and Nicobar Islands,2020-12-31,4941,0
192657,Andaman and Nicobar Islands,2021-01-01,4945,4
193420,Andaman and Nicobar Islands,2021-01-02,4947,2
194183,Andaman and Nicobar Islands,2021-01-03,4948,1
194947,Andaman and Nicobar Islands,2021-01-04,4948,0
195711,Andaman and Nicobar Islands,2021-01-05,4949,1
196475,Andaman and Nicobar Islands,2021-01-06,4949,0
197239,Andaman and Nicobar Islands,2021-01-07,4958,9
198003,Andaman and Nicobar Islands,2021-01-08,4958,0
198767,Andaman and Nicobar Islands,2021-01-09,4959,1
199531,Andaman and Nicobar Islands,2021-01-10,4960,1
200295,Andaman and Nicobar Islands,2021-01-11,4963,3
201059,Andaman and Nicobar Islands,2021-01-12,4966,3
201823,Andaman and Nicobar Islands,2021-01-13,4969,3
202587,Andaman and Nicobar Islands,2021-01-14,4976,7
203351,Andaman and Nicobar Islands,2021-01-15,4979,3
204115,Andaman and Nicobar Islands,2021-01-16,4982,3
204879,Andaman and Nicobar Islands,2021-01-17,4983,1
205643,Andaman and Nicobar Islands,2021-01-18,4988,5
206407,Andaman and Nicobar Islands,2021-01-19,4989,1
207171,Andaman and Nicobar Islands,2021-01-20,4991,2
207936,Andaman and Nicobar Islands,2021-01-21,4991,0
208701,Andaman and Nicobar Islands,2021-01-22,4992,1
209466,Andaman and Nicobar Islands,2021-01-23,4993,1
210231,Andaman and Nicobar Islands,2021-01-24,4993,0
210996,Andaman and Nicobar Islands,2021-01-25,4994,1
211761,Andaman and Nicobar Islands,2021-01-26,4994,0
212526,Andaman and Nicobar Islands,2021-01-27,4994,0
213291,Andaman and Nicobar Islands,2021-01-28,4994,0
214056,Andaman and Nicobar Islands,2021-01-29,4994,0
214821,Andaman and Nicobar Islands,2021-01-30,4994,0
215586,Andaman and Nicobar Islands,2021-01-31,4994,0
216351,Andaman and Nicobar Islands,2021-02-01,4994,0
217116,Andaman and Nicobar Islands,2021-02-02,4994,0
217881,Andaman and Nicobar Islands,2021-02-03,4994,0
218646,Andaman and Nicobar Islands,2021-02-04,4994,0
219411,Andaman and Nicobar Islands,2021-02-05,4997,3
220176,Andaman and Nicobar Islands,2021-02-06,5000,3
220941,Andaman and Nicobar Islands,2021-02-07,5001,1
221706,Andaman and Nicobar Islands,2021-02-08,5005,4
222471,Andaman and Nicobar Islands,2021-02-09,5007,2
223236,Andaman and Nicobar Islands,2021-02-10,5007,0
224001,Andaman and Nicobar Islands,2021-02-11,5007,0
224766,Andaman and Nicobar Islands,2021-02-12,5007,0
225531,Andaman and Nicobar Islands,2021-02-13,5009,2
226296,Andaman and Nicobar Islands,2021-02-14,5009,0
227061,Andaman and Nicobar Islands,2021-02-15,5009,0
227826,Andaman and Nicobar Islands,2021-02-16,5013,4
228591,Andaman and Nicobar Islands,2021-02-17,5014,1
229356,Andaman and Nicobar Islands,2021-02-18,5014,0
230121,Andaman and Nicobar Islands,2021-02-19,5014,0
230886,Andaman and Nicobar Islands,2021-02-20,5014,0
231651,Andaman and Nicobar Islands,2021-02-21,5014,0
232416,Andaman and Nicobar Islands,2021-02-22,5015,1
233181,Andaman and Nicobar Islands,2021-02-23,5016,1
233946,Andaman and Nicobar Islands,2021-02-24,5016,0
234711,Andaman and Nicobar Islands,2021-02-25,5016,0
235476,Andaman and Nicobar Islands,2021-02-26,5017,1
236241,Andaman and Nicobar Islands,2021-02-27,5018,1
237006,Andaman and Nicobar Islands,2021-02-28,5020,2
237771,Andaman and Nicobar Islands,2021-03-01,5020,0
238536,Andaman and Nicobar Islands,2021-03-02,5020,0
239301,Andaman and Nicobar Islands,2021-03-03,5022,2
240066,Andaman and Nicobar Islands,2021-03-04,5024,2
240831,Andaman and Nicobar Islands,2021-03-05,5024,0
241596,Andaman and Nicobar Islands,2021-03-06,5024,0
242361,Andaman and Nicobar Islands,2021-03-07,5024,0
243126,Andaman and Nicobar Islands,2021-03-08,5026,2
243891,Andaman and Nicobar Islands,2021-03-09,5028,2
244656,Andaman and Nicobar Islands,2021-03-10,5028,0
245421,Andaman and Nicobar Islands,2021-03-11,5028,0
246186,Andaman and Nicobar Islands,2021-03-12,5029,1
246951,Andaman and Nicobar Islands,2021-03-13,5030,1
247716,Andaman and Nicobar Islands,2021-03-14,5031,1
248481,Andaman and Nicobar Islands,2021-03-15,5031,0
249246,Andaman and Nicobar Islands,2021-03-16,5032,1
250011,Andaman and Nicobar Islands,2021-03-17,5035,3
250776,Andaman and Nicobar Islands,2021-03-18,5036,1
251541,Andaman and Nicobar Islands,2021-03-19,5038,2
252306,Andaman and Nicobar Islands,2021-03-20,5038,0
253071,Andaman and Nicobar Islands,2021-03-21,5039,1
253836,Andaman and Nicobar Islands,2021-03-22,5039,0
254601,Andaman and Nicobar Islands,2021-03-23,5039,0
255366,Andaman and Nicobar Islands,2021-03-24,5041,2
256131,Andaman and Nicobar Islands,2021-03-25,5042,1
256896,Andaman and Nicobar Islands,2021-03-26,5043,1
257661,Andaman and Nicobar Islands,2021-03-27,5044,1
258426,Andaman and Nicobar Islands,2021-03-28,5046,2
259191,Andaman and Nicobar Islands,2021-03-29,5052,6
259956,Andaman and Nicobar Islands,2021-03-30,5081,29
260721,Andaman and Nicobar Islands,2021-03-31,5083,2
261486,Andaman and Nicobar Islands,2021-04-01,5084,1
262251,Andaman and Nicobar Islands,2021-04-02,5084,0
263016,Andaman and Nicobar Islands,2021-04-03,5098,14
263781,Andaman and Nicobar Islands,2021-04-04,5109,11
264546,Andaman and Nicobar Islands,2021-04-05,5116,7
265311,Andaman and Nicobar Islands,2021-04-06,5123,7
266076,Andaman and Nicobar Islands,2021-04-07,5131,8
266841,Andaman and Nicobar Islands,2021-04-08,5149,18
267606,Andaman and Nicobar Islands,2021-04-09,5161,12
268371,Andaman and Nicobar Islands,2021-04-10,5175,14
269136,Andaman and Nicobar Islands,2021-04-11,5190,15
269901,Andaman and Nicobar Islands,2021-04-12,5201,11
270666,Andaman and Nicobar Islands,2021-04-13,5209,8
271431,Andaman and Nicobar Islands,2021-04-14,5247,38
272196,Andaman and Nicobar Islands,2021-04-15,5262,15
272961,Andaman and Nicobar Islands,2021-04-16,5289,27
273726,Andaman and Nicobar Islands,2021-04-17,5331,42
274491,Andaman and Nicobar Islands,2021-04-18,5390,59
275256,Andaman and Nicobar Islands,2021-04-19,5421,31
276021,Andaman and Nicobar Islands,2021-04-20,5466,45
276786,Andaman and Nicobar Islands,2021-04-21,5490,24
277551,Andaman and Nicobar Islands,2021-04-22,5527,37
278316,Andaman and Nicobar Islands,2021-04-23,5569,42
279081,Andaman and Nicobar Islands,2021-04-24,5614,45
279846,Andaman and Nicobar Islands,2021-04-25,5665,51
280611,Andaman and Nicobar Islands,2021-04-26,5716,51
281376,Andaman and Nicobar Islands,2021-04-27,5764,48
282141,Andaman and Nicobar Islands,2021-04-28,5816,52
282906,Andaman and Nicobar Islands,2021-04-29,5875,59
283671,Andaman and Nicobar Islands,2021-04-30,5949,74
284436,Andaman and Nicobar Islands,2021-05-01,6046,97
285201,Andaman and Nicobar Islands,2021-05-02,6084,38
285966,Andaman and Nicobar Islands,2021-05-03,6150,66
286731,Andaman and Nicobar Islands,2021-05-04,6181,31
287496,Andaman and Nicobar Islands,2021-05-05,6223,42
288261,Andaman and Nicobar Islands,2021-05-06,6255,32
289026,Andaman and Nicobar Islands,2021-05-07,6311,56
289791,Andaman and Nicobar Islands,2021-05-08,6341,30
290556,Andaman and Nicobar Islands,2021-05-09,6367,26
291321,Andaman and Nicobar Islands,2021-05-10,6398,31
292086,Andaman and Nicobar Islands,2021-05-11,6426,28
292851,Andaman and Nicobar Islands,2021-05-12,6470,44
293616,Andaman and Nicobar Islands,2021-05-13,6510,40
294381,Andaman and Nicobar Islands,2021-05-14,6542,32
295146,Andaman and Nicobar Islands,2021-05-15,6568,26
295911,Andaman and Nicobar Islands,2021-05-16,6603,35
296676,Andaman and Nicobar Islands,2021-05-17,6638,35
297441,Andaman and Nicobar Islands,2021-05-18,6674,36
298206,Andaman and Nicobar Islands,2021-05-19,6709,35
298971,Andaman and Nicobar Islands,2021-05-20,6758,49
299736,Andaman and Nicobar Islands,2021-05-21,6789,31
300501,Andaman and Nicobar Islands,2021-05-22,6820,31
301266,Andaman and Nicobar Islands,2021-05-23,6844,24
302031,Andaman and Nicobar Islands,2021-05-24,6853,9
302796,Andaman and Nicobar Islands,2021-05-25,6878,25
303561,Andaman and Nicobar Islands,2021-05-26,6901,23
304326,Andaman and Nicobar Islands,2021-05-27,6917,16
305091,Andaman and Nicobar Islands,2021-05-28,6936,19
305856,Andaman and Nicobar Islands,2021-05-29,6964,28
39262,Andhra Pradesh,2020-06-10,5070,0
39990,Andhra Pradesh,2020-06-11,5429,359
40723,Andhra Pradesh,2020-06-12,5429,0
41456,Andhra Pradesh,2020-06-13,5680,251
42189,Andhra Pradesh,2020-06-14,5965,285
42922,Andhra Pradesh,2020-06-15,6456,491
43655,Andhra Pradesh,2020-06-16,6841,385
44388,Andhra Pradesh,2020-06-17,7071,230
45121,Andhra Pradesh,2020-06-18,7518,447
45854,Andhra Pradesh,2020-06-19,7961,443
46587,Andhra Pradesh,2020-06-20,8452,491
47320,Andhra Pradesh,2020-06-21,8999,547
48053,Andhra Pradesh,2020-06-22,9372,373
48786,Andhra Pradesh,2020-06-23,10002,630
49519,Andhra Pradesh,2020-06-24,10331,329
50252,Andhra Pradesh,2020-06-25,10884,553
50985,Andhra Pradesh,2020-06-26,11489,605
51718,Andhra Pradesh,2020-06-27,12285,796
52451,Andhra Pradesh,2020-06-28,13241,956
53184,Andhra Pradesh,2020-06-29,13891,650
53917,Andhra Pradesh,2020-06-30,14595,704
54650,Andhra Pradesh,2020-07-01,15252,657
55383,Andhra Pradesh,2020-07-02,16097,845
56116,Andhra Pradesh,2020-07-03,16934,837
56849,Andhra Pradesh,2020-07-04,17699,765
57582,Andhra Pradesh,2020-07-05,18697,998
58315,Andhra Pradesh,2020-07-06,20019,1322
59048,Andhra Pradesh,2020-07-07,21197,1178
59781,Andhra Pradesh,2020-07-08,22259,1062
60514,Andhra Pradesh,2020-07-09,23814,1555
61247,Andhra Pradesh,2020-07-10,25422,1608
61980,Andhra Pradesh,2020-07-11,27235,1813
62713,Andhra Pradesh,2020-07-12,29168,1933
63446,Andhra Pradesh,2020-07-13,31103,1935
64179,Andhra Pradesh,2020-07-14,33019,1916
64912,Andhra Pradesh,2020-07-15,35451,2432
65645,Andhra Pradesh,2020-07-16,38044,2593
66377,Andhra Pradesh,2020-07-17,40646,2602
67122,Andhra Pradesh,2020-07-18,44609,3963
67868,Andhra Pradesh,2020-07-19,49650,5041
68614,Andhra Pradesh,2020-07-20,53724,4074
69360,Andhra Pradesh,2020-07-21,58668,4944
70106,Andhra Pradesh,2020-07-22,64713,6045
70852,Andhra Pradesh,2020-07-23,72711,7998
71598,Andhra Pradesh,2020-07-24,80858,8147
72344,Andhra Pradesh,2020-07-25,88671,7813
73090,Andhra Pradesh,2020-07-26,96298,7627
73836,Andhra Pradesh,2020-07-27,102349,6051
74582,Andhra Pradesh,2020-07-28,102349,0
75329,Andhra Pradesh,2020-07-29,120390,18041
76076,Andhra Pradesh,2020-07-30,130557,10167
76823,Andhra Pradesh,2020-07-31,140933,10376
77570,Andhra Pradesh,2020-08-01,150209,9276
78317,Andhra Pradesh,2020-08-02,158764,8555
79064,Andhra Pradesh,2020-08-03,166586,7822
79811,Andhra Pradesh,2020-08-04,176333,9747
80558,Andhra Pradesh,2020-08-05,186461,10128
81305,Andhra Pradesh,2020-08-06,196789,10328
82052,Andhra Pradesh,2020-08-07,206960,10171
82799,Andhra Pradesh,2020-08-08,217040,10080
83546,Andhra Pradesh,2020-08-09,227860,10820
84293,Andhra Pradesh,2020-08-10,235525,7665
85040,Andhra Pradesh,2020-08-11,244549,9024
85786,Andhra Pradesh,2020-08-12,254146,9597
86532,Andhra Pradesh,2020-08-13,264142,9996
87278,Andhra Pradesh,2020-08-14,273085,8943
88024,Andhra Pradesh,2020-08-15,281817,8732
88770,Andhra Pradesh,2020-08-16,289829,8012
89516,Andhra Pradesh,2020-08-17,296609,6780
90262,Andhra Pradesh,2020-08-18,306261,9652
91008,Andhra Pradesh,2020-08-19,316003,9742
91754,Andhra Pradesh,2020-08-20,325396,9393
92500,Andhra Pradesh,2020-08-21,334940,9544
93246,Andhra Pradesh,2020-08-22,345216,10276
93992,Andhra Pradesh,2020-08-23,353111,7895
94738,Andhra Pradesh,2020-08-24,361712,8601
95484,Andhra Pradesh,2020-08-25,361712,0
96230,Andhra Pradesh,2020-08-26,382469,20757
96976,Andhra Pradesh,2020-08-27,393090,10621
97722,Andhra Pradesh,2020-08-28,403616,10526
98468,Andhra Pradesh,2020-08-29,414164,10548
99214,Andhra Pradesh,2020-08-30,424767,10603
99960,Andhra Pradesh,2020-08-31,434771,10004
100706,Andhra Pradesh,2020-09-01,445139,10368
101452,Andhra Pradesh,2020-09-02,455531,10392
102198,Andhra Pradesh,2020-09-03,465730,10199
102944,Andhra Pradesh,2020-09-04,476506,10776
103690,Andhra Pradesh,2020-09-05,487331,10825
104436,Andhra Pradesh,2020-09-06,498125,10794
105182,Andhra Pradesh,2020-09-07,506493,8368
105928,Andhra Pradesh,2020-09-08,517094,10601
106674,Andhra Pradesh,2020-09-09,527512,10418
107420,Andhra Pradesh,2020-09-10,537687,10175
108166,Andhra Pradesh,2020-09-11,547686,9999
108912,Andhra Pradesh,2020-09-12,557587,9901
109658,Andhra Pradesh,2020-09-13,567123,9536
110404,Andhra Pradesh,2020-09-14,567123,0
111150,Andhra Pradesh,2020-09-15,583925,16802
111896,Andhra Pradesh,2020-09-16,592760,8835
112642,Andhra Pradesh,2020-09-17,601462,8702
113388,Andhra Pradesh,2020-09-18,609558,8096
114134,Andhra Pradesh,2020-09-19,617776,8218
114880,Andhra Pradesh,2020-09-20,625514,7738
115626,Andhra Pradesh,2020-09-21,631749,6235
116373,Andhra Pradesh,2020-09-22,639302,7553
117120,Andhra Pradesh,2020-09-23,646530,7228
117867,Andhra Pradesh,2020-09-24,654385,7855
118614,Andhra Pradesh,2020-09-25,661458,7073
119361,Andhra Pradesh,2020-09-26,668751,7293
120108,Andhra Pradesh,2020-09-27,675674,6923
120855,Andhra Pradesh,2020-09-28,681161,5487
121602,Andhra Pradesh,2020-09-29,687351,6190
122349,Andhra Pradesh,2020-09-30,693484,6133
123096,Andhra Pradesh,2020-10-01,700235,6751
123843,Andhra Pradesh,2020-10-02,706790,6555
124590,Andhra Pradesh,2020-10-03,713014,6224
125337,Andhra Pradesh,2020-10-04,719256,6242
126084,Andhra Pradesh,2020-10-05,723512,4256
126831,Andhra Pradesh,2020-10-06,729307,5795
127578,Andhra Pradesh,2020-10-07,734427,5120
128325,Andhra Pradesh,2020-10-08,739719,5292
129072,Andhra Pradesh,2020-10-09,744864,5145
129819,Andhra Pradesh,2020-10-10,750517,5653
130566,Andhra Pradesh,2020-10-11,755727,5210
131314,Andhra Pradesh,2020-10-12,758951,3224
132062,Andhra Pradesh,2020-10-13,763573,4622
132810,Andhra Pradesh,2020-10-14,767465,3892
133558,Andhra Pradesh,2020-10-15,771503,4038
134306,Andhra Pradesh,2020-10-16,775470,3967
135054,Andhra Pradesh,2020-10-17,779146,3676
135802,Andhra Pradesh,2020-10-18,783132,3986
136550,Andhra Pradesh,2020-10-19,786050,2918
137298,Andhra Pradesh,2020-10-20,789553,3503
138046,Andhra Pradesh,2020-10-21,793299,3746
138794,Andhra Pradesh,2020-10-22,796919,3620
139542,Andhra Pradesh,2020-10-23,800684,3765
140290,Andhra Pradesh,2020-10-24,804026,3342
141038,Andhra Pradesh,2020-10-25,807023,2997
141786,Andhra Pradesh,2020-10-26,808924,1901
142534,Andhra Pradesh,2020-10-27,811825,2901
143283,Andhra Pradesh,2020-10-28,814774,2949
144032,Andhra Pradesh,2020-10-29,817679,2905
144781,Andhra Pradesh,2020-10-30,820565,2886
145530,Andhra Pradesh,2020-10-31,823348,2783
146279,Andhra Pradesh,2020-11-01,825966,2618
