serial,province_state,obsv_date,confirmed,New_Cases
224106,Delhi,2021-02-11,636529,142
224871,Delhi,2021-02-12,636670,141
225636,Delhi,2021-02-13,636796,126
226401,Delhi,2021-02-14,636946,150
227166,Delhi,2021-02-15,637087,141
227931,Delhi,2021-02-16,637181,94
228696,Delhi,2021-02-17,637315,134
229461,Delhi,2021-02-18,637445,130
230226,Delhi,2021-02-19,637603,158
230991,Delhi,2021-02-20,637755,152
231756,Delhi,2021-02-21,637900,145
232521,Delhi,2021-02-22,638028,128
233286,Delhi,2021-02-23,638173,145
234051,Delhi,2021-02-24,638373,200
234816,Delhi,2021-02-25,638593,220
235581,Delhi,2021-02-26,638849,256
236346,Delhi,2021-02-27,639092,243
237111,Delhi,2021-02-28,639289,197
237876,Delhi,2021-03-01,639464,175
238641,Delhi,2021-03-02,639681,217
239406,Delhi,2021-03-03,639921,240
240171,Delhi,2021-03-04,640182,261
240936,Delhi,2021-03-05,640494,312
241701,Delhi,2021-03-06,640815,321
242466,Delhi,2021-03-07,641101,286
243231,Delhi,2021-03-08,641340,239
243996,Delhi,2021-03-09,641660,320
244761,Delhi,2021-03-10,642030,370
245526,Delhi,2021-03-11,642439,409
246291,Delhi,2021-03-12,642870,431
247056,Delhi,2021-03-13,643289,419
247821,Delhi,2021-03-14,643696,407
248586,Delhi,2021-03-15,644064,368
249351,Delhi,2021-03-16,644489,425
250116,Delhi,2021-03-17,645025,536
250881,Delhi,2021-03-18,645632,607
251646,Delhi,2021-03-19,646348,716
252411,Delhi,2021-03-20,647161,813
253176,Delhi,2021-03-21,647984,823
253941,Delhi,2021-03-22,648872,888
254706,Delhi,2021-03-23,649973,1101
255471,Delhi,2021-03-24,651227,1254
256236,Delhi,2021-03-25,652742,1515
257001,Delhi,2021-03-26,654276,1534
257766,Delhi,2021-03-27,655834,1558
258531,Delhi,2021-03-28,657715,1881
259296,Delhi,2021-03-29,659616,1901
260061,Delhi,2021-03-30,660611,995
260826,Delhi,2021-03-31,662430,1819
261591,Delhi,2021-04-01,665220,2790
262356,Delhi,2021-04-02,668814,3594
263121,Delhi,2021-04-03,672381,3567
263886,Delhi,2021-04-04,676414,4033
264651,Delhi,2021-04-05,679962,3548
265416,Delhi,2021-04-06,685062,5100
266181,Delhi,2021-04-07,690568,5506
266946,Delhi,2021-04-08,698005,7437
267711,Delhi,2021-04-09,706526,8521
268476,Delhi,2021-04-10,714423,7897
269241,Delhi,2021-04-11,725197,10774
270006,Delhi,2021-04-12,736688,11491
270771,Delhi,2021-04-13,750156,13468
271536,Delhi,2021-04-14,767438,17282
272301,Delhi,2021-04-15,784137,16699
273066,Delhi,2021-04-16,803623,19486
273831,Delhi,2021-04-17,827998,24375
274596,Delhi,2021-04-18,853460,25462
275361,Delhi,2021-04-19,877146,23686
276126,Delhi,2021-04-20,905541,28395
276891,Delhi,2021-04-21,930179,24638
277656,Delhi,2021-04-22,956348,26169
278421,Delhi,2021-04-23,980679,24331
279186,Delhi,2021-04-24,1004782,24103
279951,Delhi,2021-04-25,1027715,22933
280716,Delhi,2021-04-26,1047916,20201
281481,Delhi,2021-04-27,1072065,24149
282246,Delhi,2021-04-28,1098051,25986
283011,Delhi,2021-04-29,1122286,24235
283776,Delhi,2021-04-30,1149333,27047
284541,Delhi,2021-05-01,1174552,25219
285306,Delhi,2021-05-02,1194946,20394
286071,Delhi,2021-05-03,1212989,18043
286836,Delhi,2021-05-04,1232942,19953
287601,Delhi,2021-05-05,1253902,20960
288366,Delhi,2021-05-06,1273035,19133
289131,Delhi,2021-05-07,1292867,19832
289896,Delhi,2021-05-08,1310231,17364
290661,Delhi,2021-05-09,1323567,13336
291426,Delhi,2021-05-10,1336218,12651
292191,Delhi,2021-05-11,1348699,12481
292956,Delhi,2021-05-12,1361986,13287
293721,Delhi,2021-05-13,1372475,10489
294486,Delhi,2021-05-14,1380981,8506
295251,Delhi,2021-05-15,1387411,6430
296016,Delhi,2021-05-16,1393867,6456
296781,Delhi,2021-05-17,1398391,4524
297546,Delhi,2021-05-18,1402873,4482
298311,Delhi,2021-05-19,1406719,3846
299076,Delhi,2021-05-20,1409950,3231
299841,Delhi,2021-05-21,1412959,3009
300606,Delhi,2021-05-22,1415219,2260
301371,Delhi,2021-05-23,1416868,1649
302136,Delhi,2021-05-24,1418418,1550
302901,Delhi,2021-05-25,1419986,1568
303666,Delhi,2021-05-26,1421477,1491
304431,Delhi,2021-05-27,1422549,1072
305196,Delhi,2021-05-28,1423690,1141
305961,Delhi,2021-05-29,1424646,956
39393,Goa,2020-06-10,359,0
40122,Goa,2020-06-11,417,58
40855,Goa,2020-06-12,417,0
41588,Goa,2020-06-13,463,46
42321,Goa,2020-06-14,523,60
43054,Goa,2020-06-15,592,69
43787,Goa,2020-06-16,629,37
44520,Goa,2020-06-17,656,27
45253,Goa,2020-06-18,705,49
45986,Goa,2020-06-19,725,20
46719,Goa,2020-06-20,754,29
47452,Goa,2020-06-21,754,0
48185,Goa,2020-06-22,864,110
48918,Goa,2020-06-23,909,45
49651,Goa,2020-06-24,951,42
50384,Goa,2020-06-25,995,44
51117,Goa,2020-06-26,1039,44
51850,Goa,2020-06-27,1128,89
52583,Goa,2020-06-28,1198,70
53316,Goa,2020-06-29,1198,0
54049,Goa,2020-06-30,1315,117
54782,Goa,2020-07-01,1387,72
55515,Goa,2020-07-02,1482,95
56248,Goa,2020-07-03,1482,0
56981,Goa,2020-07-04,1684,202
57714,Goa,2020-07-05,1761,77
58447,Goa,2020-07-06,1813,52
59180,Goa,2020-07-07,1903,90
59913,Goa,2020-07-08,2039,136
60646,Goa,2020-07-09,2151,112
61379,Goa,2020-07-10,2251,100
62112,Goa,2020-07-11,2368,117
62845,Goa,2020-07-12,2453,85
63578,Goa,2020-07-13,2583,130
64311,Goa,2020-07-14,2753,170
65044,Goa,2020-07-15,2951,198
65777,Goa,2020-07-16,3108,157
66513,Goa,2020-07-17,3304,196
67258,Goa,2020-07-18,3484,180
68004,Goa,2020-07-19,3657,173
68750,Goa,2020-07-20,3853,196
69496,Goa,2020-07-21,4027,174
70242,Goa,2020-07-22,4176,149
70988,Goa,2020-07-23,4350,174
71734,Goa,2020-07-24,4540,190
72480,Goa,2020-07-25,4686,146
73226,Goa,2020-07-26,4861,175
73972,Goa,2020-07-27,5119,258
74718,Goa,2020-07-28,5119,0
75465,Goa,2020-07-29,5489,370
76212,Goa,2020-07-30,5704,215
76959,Goa,2020-07-31,5913,209
77706,Goa,2020-08-01,6193,280
78453,Goa,2020-08-02,6530,337
79200,Goa,2020-08-03,6816,286
79947,Goa,2020-08-04,7075,259
80694,Goa,2020-08-05,7423,348
81441,Goa,2020-08-06,7614,191
82188,Goa,2020-08-07,7947,333
82935,Goa,2020-08-08,8206,259
83682,Goa,2020-08-09,8712,506
84429,Goa,2020-08-10,9029,317
85176,Goa,2020-08-11,9444,415
85922,Goa,2020-08-12,9924,480
86668,Goa,2020-08-13,10494,570
87414,Goa,2020-08-14,10970,476
88160,Goa,2020-08-15,11339,369
88906,Goa,2020-08-16,11639,300
89652,Goa,2020-08-17,11994,355
90398,Goa,2020-08-18,12333,339
91144,Goa,2020-08-19,12675,342
91890,Goa,2020-08-20,13099,424
92636,Goa,2020-08-21,13484,385
93382,Goa,2020-08-22,13790,306
94128,Goa,2020-08-23,13999,209
94874,Goa,2020-08-24,14138,139
95620,Goa,2020-08-25,14530,392
96366,Goa,2020-08-26,15027,497
97112,Goa,2020-08-27,15483,456
97858,Goa,2020-08-28,16006,523
98604,Goa,2020-08-29,16553,547
99350,Goa,2020-08-30,17004,451
100096,Goa,2020-08-31,17418,414
100842,Goa,2020-09-01,18006,588
101588,Goa,2020-09-02,18642,636
102334,Goa,2020-09-03,19355,713
103080,Goa,2020-09-04,19863,508
103826,Goa,2020-09-05,20455,592
104572,Goa,2020-09-06,20829,374
105318,Goa,2020-09-07,21173,344
106064,Goa,2020-09-08,21630,457
106810,Goa,2020-09-09,22251,621
107556,Goa,2020-09-10,22890,639
108302,Goa,2020-09-11,23445,555
109048,Goa,2020-09-12,24185,740
109794,Goa,2020-09-13,24592,407
110540,Goa,2020-09-14,24592,0
111286,Goa,2020-09-15,25511,919
112032,Goa,2020-09-16,26139,628
112778,Goa,2020-09-17,26783,644
113524,Goa,2020-09-18,27379,596
114270,Goa,2020-09-19,28022,643
115016,Goa,2020-09-20,28429,407
115762,Goa,2020-09-21,28753,324
116509,Goa,2020-09-22,29343,590
117256,Goa,2020-09-23,29879,536
118003,Goa,2020-09-24,30552,673
118750,Goa,2020-09-25,31071,519
119497,Goa,2020-09-26,31574,503
120244,Goa,2020-09-27,31958,384
120991,Goa,2020-09-28,32396,438
121738,Goa,2020-09-29,32777,381
122485,Goa,2020-09-30,33418,641
123232,Goa,2020-10-01,33942,524
123979,Goa,2020-10-02,34455,513
124726,Goa,2020-10-03,34900,445
125473,Goa,2020-10-04,35328,428
126220,Goa,2020-10-05,35719,391
126967,Goa,2020-10-06,36238,519
127714,Goa,2020-10-07,36670,432
128461,Goa,2020-10-08,37102,432
129208,Goa,2020-10-09,37591,489
129955,Goa,2020-10-10,37934,343
130702,Goa,2020-10-11,38366,432
131450,Goa,2020-10-12,38674,308
132198,Goa,2020-10-13,39082,408
132946,Goa,2020-10-14,39438,356
133694,Goa,2020-10-15,39770,332
134442,Goa,2020-10-16,40091,321
135190,Goa,2020-10-17,40400,309
135938,Goa,2020-10-18,40587,187
136686,Goa,2020-10-19,40746,159
137434,Goa,2020-10-20,41031,285
138182,Goa,2020-10-21,41339,308
138930,Goa,2020-10-22,41586,247
139678,Goa,2020-10-23,41813,227
140426,Goa,2020-10-24,42031,218
141174,Goa,2020-10-25,42242,211
141922,Goa,2020-10-26,42532,290
142670,Goa,2020-10-27,42747,215
143419,Goa,2020-10-28,42968,221
144168,Goa,2020-10-29,43201,233
144917,Goa,2020-10-30,43416,215
145666,Goa,2020-10-31,43626,210
146415,Goa,2020-11-01,43768,142
147164,Goa,2020-11-02,43954,186
147913,Goa,2020-11-03,44189,235
148662,Goa,2020-11-04,44372,183
149411,Goa,2020-11-05,44544,172
150160,Goa,2020-11-06,44747,203
150909,Goa,2020-11-07,44916,169
151658,Goa,2020-11-08,45065,149
152407,Goa,2020-11-09,45209,144
153157,Goa,2020-11-10,45389,180
153907,Goa,2020-11-11,45498,109
154660,Goa,2020-11-12,45605,107
155422,Goa,2020-11-13,45761,156
156184,Goa,2020-11-14,45845,84
156946,Goa,2020-11-15,45903,58
157708,Goa,2020-11-16,46028,125
158470,Goa,2020-11-17,46182,154
159232,Goa,2020-11-18,46344,162
159994,Goa,2020-11-19,46480,136
160756,Goa,2020-11-20,46632,152
161518,Goa,2020-11-21,46748,116
162280,Goa,2020-11-22,46826,78
163042,Goa,2020-11-23,46901,75
163804,Goa,2020-11-24,47068,167
164567,Goa,2020-11-25,47193,125
165330,Goa,2020-11-26,47341,148
166093,Goa,2020-11-27,47491,150
166856,Goa,2020-11-28,47689,198
167619,Goa,2020-11-29,47804,115
168382,Goa,2020-11-30,47963,159
169145,Goa,2020-12-01,48124,161
169908,Goa,2020-12-02,48241,117
170671,Goa,2020-12-03,48365,124
171434,Goa,2020-12-04,48459,94
172197,Goa,2020-12-05,48574,115
172960,Goa,2020-12-06,48686,112
173723,Goa,2020-12-07,48776,90
174486,Goa,2020-12-08,48935,159
175249,Goa,2020-12-09,49036,101
176012,Goa,2020-12-10,49131,95
176775,Goa,2020-12-11,49235,104
177538,Goa,2020-12-12,49305,70
178301,Goa,2020-12-13,49362,57
179064,Goa,2020-12-14,49474,112
179827,Goa,2020-12-15,49566,92
180590,Goa,2020-12-16,49657,91
181353,Goa,2020-12-17,49745,88
182116,Goa,2020-12-18,49849,104
182879,Goa,2020-12-19,49976,127
183642,Goa,2020-12-20,50064,88
184405,Goa,2020-12-21,50143,79
185168,Goa,2020-12-22,50239,96
185931,Goa,2020-12-23,50364,125
186694,Goa,2020-12-24,50454,90
187457,Goa,2020-12-25,50534,80
188220,Goa,2020-12-26,50595,61
188983,Goa,2020-12-27,50667,72
189746,Goa,2020-12-28,50772,105
190509,Goa,2020-12-29,50884,112
191272,Goa,2020-12-30,50981,97
192035,Goa,2020-12-31,50981,0
192798,Goa,2021-01-01,51066,85
193561,Goa,2021-01-02,51230,164
194324,Goa,2021-01-03,51295,65
195088,Goa,2021-01-04,51335,40
195852,Goa,2021-01-05,51415,80
196616,Goa,2021-01-06,51507,92
197380,Goa,2021-01-07,51626,119
198144,Goa,2021-01-08,51626,0
198908,Goa,2021-01-09,51790,164
199672,Goa,2021-01-10,51856,66
200436,Goa,2021-01-11,51891,35
201200,Goa,2021-01-12,51983,92
201964,Goa,2021-01-13,52079,96
202728,Goa,2021-01-14,52182,103
203492,Goa,2021-01-15,52262,80
204256,Goa,2021-01-16,52345,83
205020,Goa,2021-01-17,52405,60
205784,Goa,2021-01-18,52458,53
206548,Goa,2021-01-19,52570,112
207312,Goa,2021-01-20,52657,87
208077,Goa,2021-01-21,52712,55
208842,Goa,2021-01-22,52782,70
209607,Goa,2021-01-23,52867,85
210372,Goa,2021-01-24,52920,53
211137,Goa,2021-01-25,52977,57
211902,Goa,2021-01-26,53047,70
212667,Goa,2021-01-27,53100,53
213432,Goa,2021-01-28,53185,85
214197,Goa,2021-01-29,53263,78
214962,Goa,2021-01-30,53356,93
215727,Goa,2021-01-31,53409,53
216492,Goa,2021-02-01,53469,60
217257,Goa,2021-02-02,53575,106
218022,Goa,2021-02-03,53638,63
218787,Goa,2021-02-04,53717,79
219552,Goa,2021-02-05,53773,56
220317,Goa,2021-02-06,53838,65
221082,Goa,2021-02-07,53880,42
221847,Goa,2021-02-08,53937,57
222612,Goa,2021-02-09,53996,59
223377,Goa,2021-02-10,54068,72
224142,Goa,2021-02-11,54113,45
224907,Goa,2021-02-12,54152,39
225672,Goa,2021-02-13,54193,41
226437,Goa,2021-02-14,54235,42
227202,Goa,2021-02-15,54275,40
227967,Goa,2021-02-16,54323,48
228732,Goa,2021-02-17,54369,46
229497,Goa,2021-02-18,54421,52
230262,Goa,2021-02-19,54466,45
231027,Goa,2021-02-20,54523,57
231792,Goa,2021-02-21,54562,39
232557,Goa,2021-02-22,54591,29
233322,Goa,2021-02-23,54648,57
234087,Goa,2021-02-24,54700,52
234852,Goa,2021-02-25,54771,71
235617,Goa,2021-02-26,54871,100
236382,Goa,2021-02-27,54932,61
237147,Goa,2021-02-28,54986,54
237912,Goa,2021-03-01,55026,40
238677,Goa,2021-03-02,55073,47
239442,Goa,2021-03-03,55143,70
240207,Goa,2021-03-04,55212,69
240972,Goa,2021-03-05,55291,79
241737,Goa,2021-03-06,55361,70
242502,Goa,2021-03-07,55409,48
243267,Goa,2021-03-08,55463,54
244032,Goa,2021-03-09,55538,75
244797,Goa,2021-03-10,55607,69
245562,Goa,2021-03-11,55676,69
246327,Goa,2021-03-12,55758,82
247092,Goa,2021-03-13,55851,93
247857,Goa,2021-03-14,55917,66
248622,Goa,2021-03-15,56006,89
249387,Goa,2021-03-16,56100,94
250152,Goa,2021-03-17,56173,73
250917,Goa,2021-03-18,56271,98
251682,Goa,2021-03-19,56371,100
252447,Goa,2021-03-20,56525,154
253212,Goa,2021-03-21,56623,98
253977,Goa,2021-03-22,56708,85
254742,Goa,2021-03-23,56841,133
255507,Goa,2021-03-24,56981,140
256272,Goa,2021-03-25,57170,189
257037,Goa,2021-03-26,57283,113
257802,Goa,2021-03-27,57453,170
258567,Goa,2021-03-28,57584,131
259332,Goa,2021-03-29,57712,128
260097,Goa,2021-03-30,57839,127
260862,Goa,2021-03-31,58039,200
261627,Goa,2021-04-01,58304,265
262392,Goa,2021-04-02,58584,280
263157,Goa,2021-04-03,58803,219
263922,Goa,2021-04-04,59068,265
264687,Goa,2021-04-05,59315,247
265452,Goa,2021-04-06,59702,387
266217,Goa,2021-04-07,60229,527
266982,Goa,2021-04-08,60811,582
267747,Goa,2021-04-09,61239,428
268512,Goa,2021-04-10,61779,540
269277,Goa,2021-04-11,62304,525
270042,Goa,2021-04-12,62780,476
270807,Goa,2021-04-13,63342,562
271572,Goa,2021-04-14,63815,473
272337,Goa,2021-04-15,64572,757
273102,Goa,2021-04-16,65499,927
273867,Goa,2021-04-17,66261,762
274632,Goa,2021-04-18,67212,951
275397,Goa,2021-04-19,68152,940
276162,Goa,2021-04-20,69312,1160
276927,Goa,2021-04-21,70814,1502
277692,Goa,2021-04-22,72224,1410
278457,Goa,2021-04-23,73644,1420
279222,Goa,2021-04-24,75184,1540
279987,Goa,2021-04-25,77477,2293
280752,Goa,2021-04-26,79798,2321
281517,Goa,2021-04-27,81908,2110
282282,Goa,2021-04-28,85009,3101
283047,Goa,2021-04-29,88028,3019
283812,Goa,2021-04-30,91052,3024
284577,Goa,2021-05-01,93355,2303
285342,Goa,2021-05-02,95385,2030
286107,Goa,2021-05-03,98088,2703
286872,Goa,2021-05-04,100902,2814
287637,Goa,2021-05-05,104398,3496
288402,Goa,2021-05-06,108267,3869
289167,Goa,2021-05-07,112462,4195
289932,Goa,2021-05-08,116213,3751
290697,Goa,2021-05-09,118846,2633
291462,Goa,2021-05-10,121650,2804
292227,Goa,2021-05-11,124774,3124
292992,Goa,2021-05-12,127639,2865
293757,Goa,2021-05-13,130130,2491
294522,Goa,2021-05-14,132585,2455
295287,Goa,2021-05-15,134542,1957
296052,Goa,2021-05-16,135856,1314
296817,Goa,2021-05-17,137418,1562
297582,Goa,2021-05-18,138776,1358
298347,Goa,2021-05-19,139985,1209
299112,Goa,2021-05-20,141567,1582
299877,Goa,2021-05-21,143192,1625
300642,Goa,2021-05-22,144839,1647
301407,Goa,2021-05-23,146460,1621
302172,Goa,2021-05-24,147861,1401
302937,Goa,2021-05-25,149410,1549
303702,Goa,2021-05-26,150897,1487
304467,Goa,2021-05-27,152401,1504
305232,Goa,2021-05-28,153456,1055
305997,Goa,2021-05-29,154419,963
39408,Gujarat,2020-06-10,21014,0
40137,Gujarat,2020-06-11,22032,1018
40870,Gujarat,2020-06-12,22032,0
41603,Gujarat,2020-06-13,22527,495
42336,Gujarat,2020-06-14,23038,511
43069,Gujarat,2020-06-15,24055,1017
43802,Gujarat,2020-06-16,24577,522
44535,Gujarat,2020-06-17,25093,516
45268,Gujarat,2020-06-18,25601,508
46001,Gujarat,2020-06-19,26141,540
46734,Gujarat,2020-06-20,26680,539
47467,Gujarat,2020-06-21,27260,580
48200,Gujarat,2020-06-22,27825,565
48933,Gujarat,2020-06-23,28371,546
49666,Gujarat,2020-06-24,28943,572
50399,Gujarat,2020-06-25,29520,577
51132,Gujarat,2020-06-26,30095,575
51865,Gujarat,2020-06-27,30709,614
52598,Gujarat,2020-06-28,31320,611
53331,Gujarat,2020-06-29,31938,618
54064,Gujarat,2020-06-30,32557,619
54797,Gujarat,2020-07-01,33232,675
55530,Gujarat,2020-07-02,33913,681
56263,Gujarat,2020-07-03,34600,687
56996,Gujarat,2020-07-04,35312,712
57729,Gujarat,2020-07-05,36037,725
58462,Gujarat,2020-07-06,36772,735
59195,Gujarat,2020-07-07,37550,778
59928,Gujarat,2020-07-08,38333,783
60661,Gujarat,2020-07-09,39194,861
61394,Gujarat,2020-07-10,40069,875
62127,Gujarat,2020-07-11,40941,872
62860,Gujarat,2020-07-12,41820,879
63593,Gujarat,2020-07-13,42722,902
64326,Gujarat,2020-07-14,43637,915
65059,Gujarat,2020-07-15,44552,915
65792,Gujarat,2020-07-16,45481,929
66529,Gujarat,2020-07-17,46430,949
67274,Gujarat,2020-07-18,47390,960
68020,Gujarat,2020-07-19,48355,965
68766,Gujarat,2020-07-20,49353,998
69512,Gujarat,2020-07-21,50379,1026
70258,Gujarat,2020-07-22,51399,1020
71004,Gujarat,2020-07-23,52477,1078
71750,Gujarat,2020-07-24,53545,1068
72496,Gujarat,2020-07-25,54626,1081
73242,Gujarat,2020-07-26,55822,1196
73988,Gujarat,2020-07-27,56874,1052
74734,Gujarat,2020-07-28,56874,0
75481,Gujarat,2020-07-29,59126,2252
76228,Gujarat,2020-07-30,60285,1159
76975,Gujarat,2020-07-31,61438,1153
77722,Gujarat,2020-08-01,62463,1025
78469,Gujarat,2020-08-02,63562,1099
79216,Gujarat,2020-08-03,64585,1023
79963,Gujarat,2020-08-04,65599,1014
80710,Gujarat,2020-08-05,66669,1070
81457,Gujarat,2020-08-06,67699,1030
82204,Gujarat,2020-08-07,68768,1069
82951,Gujarat,2020-08-08,69869,1101
83698,Gujarat,2020-08-09,70965,1096
84445,Gujarat,2020-08-10,72031,1066
85192,Gujarat,2020-08-11,73163,1132
85938,Gujarat,2020-08-12,74318,1155
86684,Gujarat,2020-08-13,75408,1090
87430,Gujarat,2020-08-14,76480,1072
88176,Gujarat,2020-08-15,77559,1079
88922,Gujarat,2020-08-16,78680,1121
89668,Gujarat,2020-08-17,79710,1030
90414,Gujarat,2020-08-18,80802,1092
91160,Gujarat,2020-08-19,81942,1140
91906,Gujarat,2020-08-20,83109,1167
92652,Gujarat,2020-08-21,84311,1202
93398,Gujarat,2020-08-22,85523,1212
94144,Gujarat,2020-08-23,86624,1101
94890,Gujarat,2020-08-24,87691,1067
95636,Gujarat,2020-08-25,88805,1114
96382,Gujarat,2020-08-26,89994,1189
97128,Gujarat,2020-08-27,91179,1185
97874,Gujarat,2020-08-28,92452,1273
98620,Gujarat,2020-08-29,93734,1282
99366,Gujarat,2020-08-30,95009,1275
100112,Gujarat,2020-08-31,96300,1291
100858,Gujarat,2020-09-01,97629,1329
101604,Gujarat,2020-09-02,98888,1259
102350,Gujarat,2020-09-03,100213,1325
103096,Gujarat,2020-09-04,101533,1320
103842,Gujarat,2020-09-05,102844,1311
104588,Gujarat,2020-09-06,104179,1335
105334,Gujarat,2020-09-07,105509,1330
106080,Gujarat,2020-09-08,106804,1295
106826,Gujarat,2020-09-09,108133,1329
107572,Gujarat,2020-09-10,109465,1332
108318,Gujarat,2020-09-11,110809,1344
109064,Gujarat,2020-09-12,112174,1365
109810,Gujarat,2020-09-13,113500,1326
110556,Gujarat,2020-09-14,113500,0
111302,Gujarat,2020-09-15,116183,2683
112048,Gujarat,2020-09-16,117547,1364
112794,Gujarat,2020-09-17,118926,1379
113540,Gujarat,2020-09-18,120336,1410
114286,Gujarat,2020-09-19,121768,1432
115032,Gujarat,2020-09-20,123175,1407
115778,Gujarat,2020-09-21,124605,1430
116525,Gujarat,2020-09-22,126007,1402
117272,Gujarat,2020-09-23,127379,1372
118019,Gujarat,2020-09-24,128787,1408
118766,Gujarat,2020-09-25,130229,1442
119513,Gujarat,2020-09-26,131646,1417
120260,Gujarat,2020-09-27,133057,1411
121007,Gujarat,2020-09-28,134461,1404
121754,Gujarat,2020-09-29,135842,1381
122501,Gujarat,2020-09-30,137232,1390
123248,Gujarat,2020-10-01,138583,1351
123995,Gujarat,2020-10-02,139893,1310
124742,Gujarat,2020-10-03,141236,1343
125489,Gujarat,2020-10-04,142538,1302
126236,Gujarat,2020-10-05,143865,1327
126983,Gujarat,2020-10-06,145200,1335
127730,Gujarat,2020-10-07,146673,1473
128477,Gujarat,2020-10-08,147789,1116
129224,Gujarat,2020-10-09,149032,1243
129971,Gujarat,2020-10-10,150253,1221
130718,Gujarat,2020-10-11,151434,1181
131466,Gujarat,2020-10-12,152603,1169
132214,Gujarat,2020-10-13,153761,1158
132962,Gujarat,2020-10-14,154936,1175
133710,Gujarat,2020-10-15,156121,1185
134458,Gujarat,2020-10-16,157312,1191
135206,Gujarat,2020-10-17,158473,1161
135954,Gujarat,2020-10-18,159564,1091
136702,Gujarat,2020-10-19,160560,996
137450,Gujarat,2020-10-20,161686,1126
138198,Gujarat,2020-10-21,162823,1137
138946,Gujarat,2020-10-22,163959,1136
139694,Gujarat,2020-10-23,165071,1112
140442,Gujarat,2020-10-24,166092,1021
141190,Gujarat,2020-10-25,167011,919
141938,Gujarat,2020-10-26,167919,908
142686,Gujarat,2020-10-27,168911,992
143435,Gujarat,2020-10-28,169891,980
144184,Gujarat,2020-10-29,170878,987
144933,Gujarat,2020-10-30,171847,969
145682,Gujarat,2020-10-31,172782,935
146431,Gujarat,2020-11-01,173642,860
147180,Gujarat,2020-11-02,174517,875
147929,Gujarat,2020-11-03,175471,954
148678,Gujarat,2020-11-04,176446,975
149427,Gujarat,2020-11-05,177436,990
150176,Gujarat,2020-11-06,178471,1035
150925,Gujarat,2020-11-07,179517,1046
151674,Gujarat,2020-11-08,180537,1020
152423,Gujarat,2020-11-09,181508,971
153173,Gujarat,2020-11-10,182557,1049
153923,Gujarat,2020-11-11,183682,1125
154676,Gujarat,2020-11-12,184964,1282
155438,Gujarat,2020-11-13,186116,1152
156200,Gujarat,2020-11-14,187240,1124
156962,Gujarat,2020-11-15,188310,1070
157724,Gujarat,2020-11-16,189236,926
158486,Gujarat,2020-11-17,190361,1125
159248,Gujarat,2020-11-18,191642,1281
160010,Gujarat,2020-11-19,192982,1340
160772,Gujarat,2020-11-20,194402,1420
161534,Gujarat,2020-11-21,195917,1515
162296,Gujarat,2020-11-22,197412,1495
163058,Gujarat,2020-11-23,198899,1487
163820,Gujarat,2020-11-24,200409,1510
164583,Gujarat,2020-11-25,201949,1540
165346,Gujarat,2020-11-26,203509,1560
166109,Gujarat,2020-11-27,205116,1607
166872,Gujarat,2020-11-28,206714,1598
167635,Gujarat,2020-11-29,208278,1564
168398,Gujarat,2020-11-30,209780,1502
169161,Gujarat,2020-12-01,211257,1477
169924,Gujarat,2020-12-02,212769,1512
170687,Gujarat,2020-12-03,214309,1540
171450,Gujarat,2020-12-04,215819,1510
172213,Gujarat,2020-12-05,217333,1514
172976,Gujarat,2020-12-06,218788,1455
173739,Gujarat,2020-12-07,220168,1380
174502,Gujarat,2020-12-08,221493,1325
175265,Gujarat,2020-12-09,222811,1318
176028,Gujarat,2020-12-10,224081,1270
176791,Gujarat,2020-12-11,225304,1223
177554,Gujarat,2020-12-12,226508,1204
178317,Gujarat,2020-12-13,227683,1175
179080,Gujarat,2020-12-14,228803,1120
179843,Gujarat,2020-12-15,229913,1110
180606,Gujarat,2020-12-16,231073,1160
181369,Gujarat,2020-12-17,232188,1115
182132,Gujarat,2020-12-18,233263,1075
182895,Gujarat,2020-12-19,234289,1026
183658,Gujarat,2020-12-20,235299,1010
184421,Gujarat,2020-12-21,236259,960
185184,Gujarat,2020-12-22,237247,988
185947,Gujarat,2020-12-23,238205,958
186710,Gujarat,2020-12-24,239195,990
187473,Gujarat,2020-12-25,240105,910
188236,Gujarat,2020-12-26,240995,890
188999,Gujarat,2020-12-27,241845,850
189762,Gujarat,2020-12-28,242655,810
190525,Gujarat,2020-12-29,243459,804
191288,Gujarat,2020-12-30,244258,799
192051,Gujarat,2020-12-31,244258,0
192814,Gujarat,2021-01-01,245038,780
193577,Gujarat,2021-01-02,246513,1475
194340,Gujarat,2021-01-03,247228,715
195104,Gujarat,2021-01-04,247926,698
195868,Gujarat,2021-01-05,248581,655
196632,Gujarat,2021-01-06,249246,665
197396,Gujarat,2021-01-07,249913,667
198160,Gujarat,2021-01-08,249913,0
198924,Gujarat,2021-01-09,251273,1360
199688,Gujarat,2021-01-10,251944,671
200452,Gujarat,2021-01-11,252559,615
201216,Gujarat,2021-01-12,253161,602
201980,Gujarat,2021-01-13,253744,583
202744,Gujarat,2021-01-14,254314,570
203508,Gujarat,2021-01-15,254849,535
204272,Gujarat,2021-01-16,255354,505
205036,Gujarat,2021-01-17,255872,518
205800,Gujarat,2021-01-18,256367,495
206564,Gujarat,2021-01-19,256852,485
207328,Gujarat,2021-01-20,257342,490
208093,Gujarat,2021-01-21,257813,471
208858,Gujarat,2021-01-22,258264,451
209623,Gujarat,2021-01-23,258687,423
210388,Gujarat,2021-01-24,259097,410
